analysis_id	biosample_id	individual_id	experiment_id	analysis_operation_id	analysis_operation_label
pgxcs-ltoihmy4	pgxbs-kftvhlfo	pgxind-kftx3jp6	pgx:TCGA.81ade549-b8a5-4cbe-9970-1be85c005002	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3jhq	pgxbs-kftvi0pe	pgxind-kftx3sxk	pgx:TCGA.dde76185-e46b-4e63-9072-14322cefaa57	EDAM:operation_3227	Variant Calling
pgxcs-ltohjiit	pgxbs-kftvhyx6	pgxind-kftx3u0r	pgx:TCGA.5b9265d4-db71-4389-bdbb-a1f2850373eb	EDAM:operation_3227	Variant Calling
pgxcs-ltohzr15	pgxbs-kftvhk5n	pgxind-kftx3iaq	pgx:TCGA.864bd245-ba85-4d30-b44a-6ff29eca10ff	EDAM:operation_3227	Variant Calling
pgxcs-ltoigsqb	pgxbs-kftvi60x	pgxind-kftx3hy7	pgx:TCGA.887f0b9b-3643-4d9d-ac74-b490b726935b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3uc5	pgxbs-kftvi2aj	pgxind-kftx3q0d	pgx:TCGA.bde9ee05-b6c2-49c7-a1d4-7fa823a087d9	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5nwb	pgxbs-kftvhhpg	pgxind-kftx3fgd	pgx:TCGA.73479b59-8a67-45be-aaa5-8ba6770a6d4c	EDAM:operation_3227	Variant Calling
pgxcs-ltoijuhw	pgxbs-kftvi6b2	pgxind-kftx3oat	pgx:TCGA.4f86d3f7-167e-45ec-8ef5-7e26025f2bd4	EDAM:operation_3227	Variant Calling
pgxcs-ltohlkji	pgxbs-kftvi05z	pgxind-kftx3i3e	pgx:TCGA.943d3db6-7f56-4be1-8f67-33c2c1c02f0a	EDAM:operation_3227	Variant Calling
pgxcs-ltoh975q	pgxbs-kftvi12x	pgxind-kftx3sa9	pgx:TCGA.3b4cfb6e-bacd-49bc-bb32-b517d3ed51a9	EDAM:operation_3227	Variant Calling
pgxcs-ltohuzi2	pgxbs-kftvhrau	pgxind-kftx3f9d	pgx:TCGA.3343f9b1-7dd4-42b7-8d72-518a05d936f4	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3vok	pgxbs-kftvhjl0	pgxind-kftx3hnn	pgx:TCGA.029e5e0d-9f4e-4031-a5f2-0187c2b70879	EDAM:operation_3227	Variant Calling
pgxcs-ltoic2dd	pgxbs-kftvhijm	pgxind-kftx3ggi	pgx:TCGA.ac509941-28b2-4257-a8cd-918f8572f64d	EDAM:operation_3227	Variant Calling
pgxcs-ltohvlyz	pgxbs-kftvi6vy	pgxind-kftx3o64	pgx:TCGA.eeb8703e-5f0a-429d-9a5c-7c5227eb7a01	EDAM:operation_3227	Variant Calling
pgxcs-ltohgskv	pgxbs-kftvi4tl	pgxind-kftx3s6f	pgx:TCGA.b1775a45-d30d-42c3-91d8-53c662b4a974	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8spe	pgxbs-kftvhn5l	pgxind-kftx3lpw	pgx:TCGA.35b924a7-0b6c-47cc-98c6-732a0711e33a	EDAM:operation_3227	Variant Calling
pgxcs-ltohstrc	pgxbs-kftvi6gz	pgxind-kftx3iit	pgx:TCGA.b6852026-f3ff-4830-b9d6-a998adce6fdd	EDAM:operation_3227	Variant Calling
pgxcs-ltoi62y7	pgxbs-kftvhtbr	pgxind-kftx3qv7	pgx:TCGA.5489d637-e679-4614-9677-f87fee997e3d	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3hk8	pgxbs-kftvi6lr	pgxind-kftx3r5n	pgx:TCGA.72218786-f74e-4746-9447-26ca882b83a5	EDAM:operation_3227	Variant Calling
pgxcs-ltoiaom1	pgxbs-kftvi6aw	pgxind-kftx3wbi	pgx:TCGA.8146ad8d-867e-4355-8fd8-b774c057c2a7	EDAM:operation_3227	Variant Calling
pgxcs-ltohj1dz	pgxbs-kftvhmnj	pgxind-kftx3l7w	pgx:TCGA.ac6d7368-33a5-47a5-897e-9ccbceadcf29	EDAM:operation_3227	Variant Calling
pgxcs-ltohv8p4	pgxbs-kftvi479	pgxind-kftx3vv9	pgx:TCGA.110dc5cc-bfe1-427d-87ef-037b719bf96f	EDAM:operation_3227	Variant Calling
pgxcs-ltoicou1	pgxbs-kftvhlui	pgxind-kftx3k4z	pgx:TCGA.512af8ac-9cae-4d7d-9404-5c81e833bccd	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7mpr	pgxbs-kftvhwl0	pgxind-kftx3ss6	pgx:TCGA.0771e98b-4e65-450d-afc2-33d4e30b3df2	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8vk2	pgxbs-kftvi3q5	pgxind-kftx3l0a	pgx:TCGA.45c17476-0525-46d2-8448-48d4de6713f1	EDAM:operation_3227	Variant Calling
pgxcs-ltoi41gk	pgxbs-kftvi6lg	pgxind-kftx3jmm	pgx:TCGA.917a011e-65bd-44fc-879d-6d710693db1f	EDAM:operation_3227	Variant Calling
pgxcs-ltohxyjg	pgxbs-kftvi5dc	pgxind-kftx3j1g	pgx:TCGA.f52423c2-7780-4470-8e27-5982201ccb83	EDAM:operation_3227	Variant Calling
pgxcs-ltoifjja	pgxbs-kftvi8l3	pgxind-kftx3k4t	pgx:TCGA.bc127d71-69b1-4df0-9ae2-aafb1b6e091b	EDAM:operation_3227	Variant Calling
pgxcs-ltohns2r	pgxbs-kftvhxlb	pgxind-kftx3tcx	pgx:TCGA.b6e20c96-b03d-4f87-898c-7e937c16b87d	EDAM:operation_3227	Variant Calling
pgxcs-ltoifeis	pgxbs-kftvi1fb	pgxind-kftx3lwl	pgx:TCGA.25b98904-0171-403a-a66f-11f586ecf8c0	EDAM:operation_3227	Variant Calling
pgxcs-ltohbqj4	pgxbs-kftvhxiz	pgxind-kftx3sb0	pgx:TCGA.098a125c-4eab-4af1-9c89-cd75b3a4b612	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8il2	pgxbs-kftvhwyb	pgxind-kftx3shr	pgx:TCGA.8452f144-76c0-4223-a7e9-a81ad9ea85f4	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7luj	pgxbs-kftvi49i	pgxind-kftx3gyo	pgx:TCGA.9d2fd2fd-b53a-4dbd-ace1-278e53f629af	EDAM:operation_3227	Variant Calling
pgxcs-ltoievb0	pgxbs-kftvhyoo	pgxind-kftx3ga0	pgx:TCGA.66cd1bec-0b4d-4212-ab3f-548ffcfa7dd8	EDAM:operation_3227	Variant Calling
pgxcs-ltohwy8t	pgxbs-kftvhxli	pgxind-kftx3td0	pgx:TCGA.3ab61577-1392-43e0-8b2d-60d9823b4bd5	EDAM:operation_3227	Variant Calling
pgxcs-ltohjc4d	pgxbs-kftvi7t3	pgxind-kftx3vad	pgx:TCGA.d101d5b2-4130-42cf-bbe8-ab817cc0d5cb	EDAM:operation_3227	Variant Calling
pgxcs-ltohhj2p	pgxbs-kftvhwzo	pgxind-kftx3szx	pgx:TCGA.b9fdda29-ebd4-4b0b-a8da-555ba05d3567	EDAM:operation_3227	Variant Calling
pgxcs-ltohwd19	pgxbs-kftvhy96	pgxind-kftx3tpl	pgx:TCGA.76d43b40-612e-4580-abd7-d1837d8fd5d0	EDAM:operation_3227	Variant Calling
pgxcs-ltoilett	pgxbs-kftvi9g7	pgxind-kftx3vxu	pgx:TCGA.7c3d43a4-d7b7-4988-8195-fbfcd14592fc	EDAM:operation_3227	Variant Calling
pgxcs-ltohujwp	pgxbs-kftvi8wd	pgxind-kftx3i5v	pgx:TCGA.cd96dee2-5b44-4014-bfbd-4358a461497e	EDAM:operation_3227	Variant Calling
pgxcs-ltohp793	pgxbs-kftvhm1r	pgxind-kftx3kc4	pgx:TCGA.08fc3507-8072-4fbb-a39e-46b0d51ba8d0	EDAM:operation_3227	Variant Calling
pgxcs-ltoif3ua	pgxbs-kftvi8lp	pgxind-kftx3mij	pgx:TCGA.af201816-3185-46af-b18e-8bbc777efdb9	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6b5d	pgxbs-kftvhkq6	pgxind-kftx3ixd	pgx:TCGA.ec6a094b-d876-4b92-be62-8833ca961229	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2q1y	pgxbs-kftvhr3i	pgxind-kftx3p7n	pgx:TCGA.d4d43ae0-2a4c-49e5-8481-fa3614dfe5c1	EDAM:operation_3227	Variant Calling
pgxcs-ltohh4yl	pgxbs-kftvi45r	pgxind-kftx3vux	pgx:TCGA.86f4f548-2a4a-41a7-b61d-29c9677d841b	EDAM:operation_3227	Variant Calling
pgxcs-ltoig18q	pgxbs-kftvi291	pgxind-kftx3fec	pgx:TCGA.f9eb39b8-2c51-4c13-b434-d11944ed3ccc	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1oc0	pgxbs-kftvhwe7	pgxind-kftx3snv	pgx:TCGA.06ba5a5e-1718-4208-9811-8a157a520645	EDAM:operation_3227	Variant Calling
pgxcs-ltohzgwh	pgxbs-kftvi38k	pgxind-kftx3g2h	pgx:TCGA.1d5dfcf4-8d9c-4a0a-9b5d-a7060574973a	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6ibf	pgxbs-kftvhyz3	pgxind-kftx3u1d	pgx:TCGA.9592e87f-f3e4-49e9-919c-6f679a4b9110	EDAM:operation_3227	Variant Calling
pgxcs-ltoicj24	pgxbs-kftvhss8	pgxind-kftx3ndo	pgx:TCGA.c0731097-1a1b-4aab-b7f0-805790795802	EDAM:operation_3227	Variant Calling
pgxcs-ltohh5bl	pgxbs-kftvhhm2	pgxind-kftx3fc9	pgx:TCGA.56e9e53a-431a-4cf5-b39e-0c972550ba4e	EDAM:operation_3227	Variant Calling
pgxcs-ltoiajfe	pgxbs-kftvhrgk	pgxind-kftx3phy	pgx:TCGA.0300f834-54c9-4449-be35-e903c672ada5	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6nuw	pgxbs-kftvhvxe	pgxind-kftx3rkl	pgx:TCGA.8809627b-7951-48db-9c09-63376a920e33	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5s5f	pgxbs-kftvhj86	pgxind-kftx3h8k	pgx:TCGA.190fecab-1ef1-43fa-87a2-104014eb2ce2	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0luv	pgxbs-kftvi587	pgxind-kftx3u2v	pgx:TCGA.8733d9f2-cea3-4031-8e06-b144d0222b4d	EDAM:operation_3227	Variant Calling
pgxcs-ltohrxk8	pgxbs-kftvhr89	pgxind-kftx3mhw	pgx:TCGA.87f48b57-3bd8-4310-924a-7d9d95b8dd11	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7nsq	pgxbs-kftvi0kp	pgxind-kftx3g4d	pgx:TCGA.bfad42ca-da45-4f5b-adce-f4e94980cc86	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9blr	pgxbs-kftvhryp	pgxind-kftx3pwc	pgx:TCGA.d2c79b8f-2476-458f-9533-ac1136ac4aa2	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9prj	pgxbs-kftvhlfg	pgxind-kftx3jow	pgx:TCGA.bf5a963a-4aa7-428b-acd6-606093a0ff2a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5dvy	pgxbs-kftvhwat	pgxind-kftx3slo	pgx:TCGA.fc94b207-8fbe-4267-9b40-b66ad66c565e	EDAM:operation_3227	Variant Calling
pgxcs-ltoicmbv	pgxbs-kftvhobu	pgxind-kftx3muc	pgx:TCGA.cc3826ce-285e-4810-b14d-4af327d0fda6	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7eko	pgxbs-kftvi3if	pgxind-kftx3rwe	pgx:TCGA.b48c5179-16e6-47f1-87c7-ee8b71989bf9	EDAM:operation_3227	Variant Calling
pgxcs-ltoi756t	pgxbs-kftvhs9k	pgxind-kftx3q3l	pgx:TCGA.01113adc-1bae-4f7b-a1bb-2602521a8509	EDAM:operation_3227	Variant Calling
pgxcs-ltohz8r8	pgxbs-kftvi28m	pgxind-kftx3vb0	pgx:TCGA.4d85772b-287e-4790-b1e8-cd1c0e88ad48	EDAM:operation_3227	Variant Calling
pgxcs-ltohit5l	pgxbs-kftvi3tb	pgxind-kftx3vru	pgx:TCGA.c72da85c-c6dc-4567-9db6-f15b044328dc	EDAM:operation_3227	Variant Calling
pgxcs-ltoim2g4	pgxbs-kftvhsaa	pgxind-kftx3q3y	pgx:TCGA.05c153b3-1b3d-4332-a2f3-2f19977f2ecf	EDAM:operation_3227	Variant Calling
pgxcs-ltohmrlx	pgxbs-kftvi28h	pgxind-kftx3tkb	pgx:TCGA.b497fc94-d8ff-4d20-a46a-f531724823dd	EDAM:operation_3227	Variant Calling
pgxcs-ltohg6l2	pgxbs-kftvhw32	pgxind-kftx3qdf	pgx:TCGA.b68cfb6b-4249-4855-8278-b18c0f561efd	EDAM:operation_3227	Variant Calling
pgxcs-ltohch7x	pgxbs-kftvi38z	pgxind-kftx3v51	pgx:TCGA.081ac69b-8390-42b1-917a-d7cd231c0156	EDAM:operation_3227	Variant Calling
pgxcs-ltoiiwmk	pgxbs-kftvi0zv	pgxind-kftx3pg9	pgx:TCGA.f154c27c-eec9-469a-ac2c-8c2415448072	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0v45	pgxbs-kftvhklb	pgxind-kftx3is8	pgx:TCGA.7c4e023a-de49-4a4a-b4cf-26731b5650b2	EDAM:operation_3227	Variant Calling
pgxcs-ltoihup0	pgxbs-kftvhnbm	pgxind-kftx3lvv	pgx:TCGA.905c8468-92b3-4e58-8445-6692775c7fde	EDAM:operation_3227	Variant Calling
pgxcs-ltoibndo	pgxbs-kftvi7wl	pgxind-kftx3ids	pgx:TCGA.9abf3a20-b34d-429b-9c13-0468dfc20700	EDAM:operation_3227	Variant Calling
pgxcs-ltohqtjv	pgxbs-kftvi8a7	pgxind-kftx3v8v	pgx:TCGA.285ff3f6-4e7b-49a6-8239-8c79c2d8661c	EDAM:operation_3227	Variant Calling
pgxcs-ltohc922	pgxbs-kftvi5bp	pgxind-kftx3n8c	pgx:TCGA.a99e45da-6933-4300-9c8a-e9d0f9e9c825	EDAM:operation_3227	Variant Calling
pgxcs-ltoil0d7	pgxbs-kftvhsto	pgxind-kftx3qin	pgx:TCGA.55ee2b0e-feff-4f93-982a-5b64820b7a34	EDAM:operation_3227	Variant Calling
pgxcs-ltohae0w	pgxbs-kftvho9x	pgxind-kftx3mss	pgx:TCGA.0692591c-b717-4d4e-b3ce-ea1620eb127e	EDAM:operation_3227	Variant Calling
pgxcs-ltoihzj8	pgxbs-kftvhlsk	pgxind-kftx3fhn	pgx:TCGA.6fbd4e97-943f-48c5-a869-7ce6b08bf576	EDAM:operation_3227	Variant Calling
pgxcs-ltoifkho	pgxbs-kftvhwwj	pgxind-kftx3sy9	pgx:TCGA.0f75ef02-bc71-400d-91aa-b8f593cb4325	EDAM:operation_3227	Variant Calling
pgxcs-ltohd567	pgxbs-kftvi7yn	pgxind-kftx3o1r	pgx:TCGA.1c3f614c-d63c-4224-92f8-9d1e9c2b38a2	EDAM:operation_3227	Variant Calling
pgxcs-ltohhr3v	pgxbs-kftvi1xb	pgxind-kftx3tdx	pgx:TCGA.51280b54-9eb6-4d2e-af57-e96c91488488	EDAM:operation_3227	Variant Calling
pgxcs-ltohz1b3	pgxbs-kftvi94w	pgxind-kftx3ljr	pgx:TCGA.7e36bec6-1b3b-43d9-a97e-9d96d323f0f5	EDAM:operation_3227	Variant Calling
pgxcs-ltohbxv7	pgxbs-kftvi5wn	pgxind-kftx3w92	pgx:TCGA.3cb8893d-90c2-4d0f-ae8d-31e3efcfa40d	EDAM:operation_3227	Variant Calling
pgxcs-ltohkvmg	pgxbs-kftvhubv	pgxind-kftx3rii	pgx:TCGA.79c48bea-33e0-49e6-84f7-6103da654642	EDAM:operation_3227	Variant Calling
pgxcs-ltohkynr	pgxbs-kftvi4ps	pgxind-kftx3w02	pgx:TCGA.a27dd46b-a5c5-493c-8254-567919d60faf	EDAM:operation_3227	Variant Calling
pgxcs-ltoibgut	pgxbs-kftvhumf	pgxind-kftx3rph	pgx:TCGA.a36231aa-f304-4bbf-aa86-b9547916c097	EDAM:operation_3227	Variant Calling
pgxcs-ltoi49tb	pgxbs-kftvi7t5	pgxind-kftx3s8e	pgx:TCGA.08a5e125-28b4-41cd-9a7a-60fe8377cc1e	EDAM:operation_3227	Variant Calling
pgxcs-ltoijlls	pgxbs-kftvhym0	pgxind-kftx3tjj	pgx:TCGA.d6d2b0c9-fe7e-4e6a-80f8-4664b9d9095e	EDAM:operation_3227	Variant Calling
pgxcs-ltohc86d	pgxbs-kftvhw71	pgxind-kftx3sjm	pgx:TCGA.64b6fdb6-d56f-47d1-99ed-9b1feb041a98	EDAM:operation_3227	Variant Calling
pgxcs-ltoid7c2	pgxbs-kftvi2i2	pgxind-kftx3vdr	pgx:TCGA.d10b7299-8788-4800-b0a4-e836a18d5def	EDAM:operation_3227	Variant Calling
pgxcs-ltohhn0m	pgxbs-kftvhzkd	pgxind-kftx3fat	pgx:TCGA.7df8b4b5-c5d8-4b49-b59a-8ec5271289b4	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0tkp	pgxbs-kftvhs9a	pgxind-kftx3l8q	pgx:TCGA.a224907a-708d-4b2e-a4d3-d5d795e7677c	EDAM:operation_3227	Variant Calling
pgxcs-ltohctiz	pgxbs-kftvhqk6	pgxind-kftx3ia3	pgx:TCGA.a9f1edf4-9f35-4c85-95cf-cf32b0b0e073	EDAM:operation_3227	Variant Calling
pgxcs-ltoihvni	pgxbs-kftvhka9	pgxind-kftx3ig6	pgx:TCGA.aad71c1a-585c-45c2-925c-99ceace2e6f9	EDAM:operation_3227	Variant Calling
pgxcs-ltohjxrh	pgxbs-kftvhscn	pgxind-kftx3ogh	pgx:TCGA.010d3625-4234-49a2-8864-a4d3809af628	EDAM:operation_3227	Variant Calling
pgxcs-ltohvu0o	pgxbs-kftvhigh	pgxind-kftx3gcr	pgx:TCGA.b8e8e280-c3ea-4757-bb41-1611c95dc868	EDAM:operation_3227	Variant Calling
pgxcs-ltoibszo	pgxbs-kftvhvpc	pgxind-kftx3s7b	pgx:TCGA.75a658b1-ee91-4161-95d7-ce63ccc9b23f	EDAM:operation_3227	Variant Calling
pgxcs-ltoh96zb	pgxbs-kftvi44s	pgxind-kftx3vul	pgx:TCGA.33fa171e-c497-4c64-85ce-c2e3dfbf573b	EDAM:operation_3227	Variant Calling
pgxcs-ltohgg95	pgxbs-kftvhkyw	pgxind-kftx3j6w	pgx:TCGA.60817f05-7c77-4631-a77e-d7a018aa1a23	EDAM:operation_3227	Variant Calling
pgxcs-ltohs8b4	pgxbs-kftvi3b8	pgxind-kftx3ogf	pgx:TCGA.8dfc30e6-d433-4628-8e8f-70bf1913026b	EDAM:operation_3227	Variant Calling
pgxcs-ltohn7b5	pgxbs-kftvhnni	pgxind-kftx3m7j	pgx:TCGA.d329febc-8955-4843-9db8-ae21df06c2f7	EDAM:operation_3227	Variant Calling
pgxcs-ltoi47oy	pgxbs-kftvhkkk	pgxind-kftx3irg	pgx:TCGA.d206d300-e0ce-4a40-af1f-45a685346a6e	EDAM:operation_3227	Variant Calling
pgxcs-ltoi41nl	pgxbs-kftvhhy8	pgxind-kftx3fqo	pgx:TCGA.bb5ef93f-c950-482b-b77d-4b0974c1b57d	EDAM:operation_3227	Variant Calling
pgxcs-ltohskw6	pgxbs-kftvi75w	pgxind-kftx3rim	pgx:TCGA.46b491fa-e812-4b1c-b4a9-8bf51df3f17f	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9m7m	pgxbs-kftvi2c9	pgxind-kftx3ia5	pgx:TCGA.b1dfba29-3616-4686-8a92-9ddd918f35c5	EDAM:operation_3227	Variant Calling
pgxcs-ltoicrxu	pgxbs-kftvhtqe	pgxind-kftx3nr5	pgx:TCGA.47839ff7-7da3-4160-bf1f-d8516a34bbe5	EDAM:operation_3227	Variant Calling
pgxcs-ltohy1on	pgxbs-kftvhpbn	pgxind-kftx3nq8	pgx:TCGA.43ab9d3a-9e4e-49a1-8044-280850a5cd7e	EDAM:operation_3227	Variant Calling
pgxcs-ltohqca7	pgxbs-kftvhlb3	pgxind-kftx3jkf	pgx:TCGA.d3deb563-5420-4890-b763-01ca855b4b61	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7cz7	pgxbs-kftvhkae	pgxind-kftx3igc	pgx:TCGA.405b467e-41d2-4af1-8544-7b74d36deebd	EDAM:operation_3227	Variant Calling
pgxcs-ltohjeyn	pgxbs-kftvhyr0	pgxind-kftx3ty9	pgx:TCGA.e5cd51b3-8756-45dd-b6b2-332ac000e758	EDAM:operation_3227	Variant Calling
pgxcs-ltoha7iq	pgxbs-kftvhw9t	pgxind-kftx3lsf	pgx:TCGA.5710c3e2-2fe5-494c-93c4-eb13e34e4b0a	EDAM:operation_3227	Variant Calling
pgxcs-ltohwkqf	pgxbs-kftvi4t3	pgxind-kftx3rw4	pgx:TCGA.65549283-35d4-4916-b990-bd714a63bb36	EDAM:operation_3227	Variant Calling
pgxcs-ltohyg89	pgxbs-kftvhmso	pgxind-kftx3ld9	pgx:TCGA.d7116164-d537-4b2d-b699-ec091c094363	EDAM:operation_3227	Variant Calling
pgxcs-ltoih343	pgxbs-kftvhx7m	pgxind-kftx3t4h	pgx:TCGA.8c8e5dd2-b8ef-4e5c-9cd6-7d3717e4cdef	EDAM:operation_3227	Variant Calling
pgxcs-ltohgirx	pgxbs-kftvhyk5	pgxind-kftx3ocp	pgx:TCGA.fbfa044c-a1dc-42e4-976d-e43b0ee59fc7	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8zks	pgxbs-kftvht1m	pgxind-kftx3kf4	pgx:TCGA.e11d0bd5-ce8f-4594-87eb-dad4e0eac33e	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8nxt	pgxbs-kftvhjqk	pgxind-kftx3htw	pgx:TCGA.17a0a479-3b48-4852-ab06-dd33d6f7788a	EDAM:operation_3227	Variant Calling
pgxcs-ltoigygb	pgxbs-kftvhp34	pgxind-kftx3niz	pgx:TCGA.4d1b5d93-e1af-4c6b-b4f6-b327a6a82ae6	EDAM:operation_3227	Variant Calling
pgxcs-ltoilw8l	pgxbs-kftvhokh	pgxind-kftx3m6t	pgx:TCGA.881cfcc8-bfcf-4404-8742-5be9be653412	EDAM:operation_3227	Variant Calling
pgxcs-ltoii1ny	pgxbs-kftvhi0g	pgxind-kftx3ftc	pgx:TCGA.e865313f-f782-4c55-a793-131b8168c0d9	EDAM:operation_3227	Variant Calling
pgxcs-ltoia5ta	pgxbs-kftvhotc	pgxind-kftx3k3r	pgx:TCGA.2307d604-34ce-413b-9abf-cbcfff0dc8d4	EDAM:operation_3227	Variant Calling
pgxcs-ltohni0n	pgxbs-kftvhyt4	pgxind-kftx3tyu	pgx:TCGA.b1c2ce6f-3531-4e10-9726-b57473da44e1	EDAM:operation_3227	Variant Calling
pgxcs-ltohorki	pgxbs-kftvi9hq	pgxind-kftx3p8l	pgx:TCGA.7d09112d-53f5-4b72-993a-337c55a0c902	EDAM:operation_3227	Variant Calling
pgxcs-ltohzis0	pgxbs-kftvi9ku	pgxind-kftx3otg	pgx:TCGA.0421ee3d-1653-40cb-94b3-a8d7c4cd1f1b	EDAM:operation_3227	Variant Calling
pgxcs-ltoihdt4	pgxbs-kftvhqxd	pgxind-kftx3gmn	pgx:TCGA.faed0a97-ba34-48a9-a584-4c61c4358bbb	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8raf	pgxbs-kftvhr3t	pgxind-kftx3p81	pgx:TCGA.3dc4161e-161a-4fee-af32-4dcee6dd80f2	EDAM:operation_3227	Variant Calling
pgxcs-ltoihlrk	pgxbs-kftvhzl9	pgxind-kftx3r8c	pgx:TCGA.5237fa0f-d4a6-452f-bac1-f4b461fdbe35	EDAM:operation_3227	Variant Calling
pgxcs-ltohrjct	pgxbs-kftvhjpu	pgxind-kftx3gs5	pgx:TCGA.fd3910f9-8c51-4ea8-8816-35f5e8c6f3d2	EDAM:operation_3227	Variant Calling
pgxcs-ltohsj1h	pgxbs-kftvi4gt	pgxind-kftx3vxq	pgx:TCGA.a1e37a0a-67f5-4a19-a540-a45cb89c4203	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7d11	pgxbs-kftvhr35	pgxind-kftx3p78	pgx:TCGA.be645d37-b3e1-4d09-91cb-6231e25aceb8	EDAM:operation_3227	Variant Calling
pgxcs-ltohbo94	pgxbs-kftvi719	pgxind-kftx3mty	pgx:TCGA.6c008a4c-200b-4786-aee3-135e9d6cd26a	EDAM:operation_3227	Variant Calling
pgxcs-ltohac03	pgxbs-kftvhky4	pgxind-kftx3j60	pgx:TCGA.cc9f85c4-5cc0-44e4-81d9-45b96f78aaf0	EDAM:operation_3227	Variant Calling
pgxcs-ltohebws	pgxbs-kftvhorp	pgxind-kftx3k26	pgx:TCGA.3847889f-2a14-4bf7-8fac-c89c2b4198f3	EDAM:operation_3227	Variant Calling
pgxcs-ltohc48j	pgxbs-kftvi4ls	pgxind-kftx3feg	pgx:TCGA.eb2fb364-415b-4f67-a1d1-b69f20b9445d	EDAM:operation_3227	Variant Calling
pgxcs-ltohiobr	pgxbs-kftvi13p	pgxind-kftx3uw5	pgx:TCGA.3fc1945b-754e-4590-b6ff-ade14ca2f4e7	EDAM:operation_3227	Variant Calling
pgxcs-ltoicc1m	pgxbs-kftvhykt	pgxind-kftx3tv6	pgx:TCGA.eca57bc5-dbc4-4fbd-87cc-1ebbf90ef9c9	EDAM:operation_3227	Variant Calling
pgxcs-ltohfndd	pgxbs-kftvhv9z	pgxind-kftx3ry3	pgx:TCGA.f2eac3ac-cb30-4d6d-a85a-4ea1ad3e7301	EDAM:operation_3227	Variant Calling
pgxcs-ltoicxat	pgxbs-kftvhpu7	pgxind-kftx3o7h	pgx:TCGA.9ce83cc4-7b9b-4ce7-98f5-5ce8a8d70902	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1nrf	pgxbs-kftvhsrr	pgxind-kftx3hx8	pgx:TCGA.75eec3ba-8408-46e6-a1cb-26588271fa2f	EDAM:operation_3227	Variant Calling
pgxcs-ltoi69ho	pgxbs-kftvi2fe	pgxind-kftx3vd1	pgx:TCGA.2e4d2887-c1f3-40a2-9c22-9a5fa8d860c4	EDAM:operation_3227	Variant Calling
pgxcs-ltoiah0o	pgxbs-kftvi17r	pgxind-kftx3m9k	pgx:TCGA.76cf81fb-771b-43cf-9aa5-8342fd133626	EDAM:operation_3227	Variant Calling
pgxcs-ltohg0zq	pgxbs-kftvhy7y	pgxind-kftx3tox	pgx:TCGA.d3290464-56eb-49fa-bb05-3ce45978929d	EDAM:operation_3227	Variant Calling
pgxcs-ltohu6yx	pgxbs-kftvi202	pgxind-kftx3tne	pgx:TCGA.7c14e252-52b9-4944-858e-479f29f156b7	EDAM:operation_3227	Variant Calling
pgxcs-ltoibeq3	pgxbs-kftvhlov	pgxind-kftx3fpl	pgx:TCGA.723a715f-02aa-4708-bb61-84a36792ec83	EDAM:operation_3227	Variant Calling
pgxcs-ltohma7z	pgxbs-kftvhl52	pgxind-kftx3jdy	pgx:TCGA.cee987ef-2eb6-4cdd-8094-331de8ec38ca	EDAM:operation_3227	Variant Calling
pgxcs-ltohk86v	pgxbs-kftvhi72	pgxind-kftx3g1e	pgx:TCGA.8832fa0d-1bd8-42a9-b002-1a02500d48eb	EDAM:operation_3227	Variant Calling
pgxcs-ltohptfs	pgxbs-kftvhv9k	pgxind-kftx3ox1	pgx:TCGA.858504b6-ab77-41a4-bd17-b39484e53c0e	EDAM:operation_3227	Variant Calling
pgxcs-ltohwsfq	pgxbs-kftvhveq	pgxind-kftx3s0i	pgx:TCGA.050ec96b-f110-429e-a138-4a41b38a24ae	EDAM:operation_3227	Variant Calling
