icdom	icdom_label	icdot	icdot_label	ncit	ncit_label	ncit_depth	count
85503	Acinar cell carcinoma	C34.3	Lower lobe, lung	C5649	Acinar Lung Adenocarcinoma	8	1
81203	Transitional cell carcinoma, NOS	C67.4	Posterior wall of bladder	C39851	Bladder Urothelial Carcinoma	7	1
82113	Tubular adenocarcinoma	C16.3	Gastric antrum	C5473	Gastric Tubular Adenocarcinoma	8	1
81203	Transitional cell carcinoma, NOS	C67.2	Lateral wall of bladder	C39851	Bladder Urothelial Carcinoma	7	1
81403	Adenocarcinoma, NOS	C16.2	Body of stomach	C4004	Gastric Adenocarcinoma	6	1
94513	Oligodendroglioma, anaplastic 	C71.0	cerebrum	C6959	Anaplastic Oligoastrocytoma	8	1
84823	Mucinous adenocarcinoma, endocervical type	C53.9	Cervix uteri	C66953	Mucinous Adenocarcinoma, Endocervical Type	-1	1
80713	Squamous cell carcinoma, keratinizing, NOS	C32.9	Larynx, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
82113	Tubular adenocarcinoma	C16.0	Cardia, NOS	C5473	Gastric Tubular Adenocarcinoma	8	1
89503	Mullerian mixed tumor	C54.1	Endometrium	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
80703	Squamous cell carcinoma, NOS	C56.9	Ovary	C2929	Squamous Cell Carcinoma	4	1
81443	Adenocarcinoma, intestinal type	C16.1	Fundus of stomach	C9157	Gastric Intestinal Type Adenocarcinoma	8	1
87203	Malignant melanoma, NOS 	C77.3	Lymph nodes of axilla or arm	C8711	Non-Cutaneous Melanoma	4	1
87203	Malignant melanoma, NOS 	C44.5	Skin of trunk	C3510	Cutaneous Melanoma	4	1
87203	Malignant melanoma, NOS 	C49.3	thoracic wall	C8711	Non-Cutaneous Melanoma	4	1
88903	Leiomyosarcoma,NOS 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C3158	Leiomyosarcoma	7	1
85813	Thymoma, type A, malignant	C37.9	Thymus	C7999	Malignant Type A Thymoma	7	1
81403	Adenocarcinoma, NOS	C18.6	Descending colon	C4349	Colon Adenocarcinoma	8	1
82553	Adenocarcinoma with mixed subtypes	C34.3	Lower lobe, lung	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
88903	Leiomyosarcoma,NOS 	C49.3	thoracic wall	C3158	Leiomyosarcoma	7	1
82523	Bronchiolo-alveolar carcinoma, non-mucinous	C34.3	Lower lobe, lung	C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	-1	1
81403	Adenocarcinoma, NOS	C16.0	Cardia, NOS	C9296	Gastroesophageal Junction Adenocarcinoma	5	2
81403	Adenocarcinoma, NOS	C16.0	Cardia, NOS	C4004	Gastric Adenocarcinoma	6	2
87000	Pheochromocytoma, NOS 	C74.0	Cortex of adrenal gland	C3326	Adrenal Gland Pheochromocytoma	7	1
85821	Thymoma, type AB, NOS	C37.9	Thymus	C6885	Thymoma Type AB	6	1
81403	Adenocarcinoma, NOS	C25.1	Body of pancreas	C8294	Pancreatic Adenocarcinoma	7	1
82603	Papillary adenocarcinoma, NOS	C34.1	Upper lobe, lung	C2853	Papillary Adenocarcinoma	5	1
89503	Mullerian mixed tumor	C55.9	Uterus, NOS	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
82523	Bronchiolo-alveolar carcinoma, non-mucinous	C34.8	Overlapping lesion of lung	C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	-1	1
87203	Malignant melanoma, NOS 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C8711	Non-Cutaneous Melanoma	4	1
81403	Adenocarcinoma, NOS	C18.5	Splenic flexure of colon	C4349	Colon Adenocarcinoma	8	1
80523	Squamous cell papilloma, NOS	C34.1	Upper lobe, lung	C4102	Papillary Squamous Cell Carcinoma	5	1
87203	Malignant melanoma, NOS 	C71.1	frontal lobe	C8711	Non-Cutaneous Melanoma	4	1
81453	Carcinoma, diffuse type	C16.1	Fundus of stomach	C9159	Gastric Diffuse Adenocarcinoma	7	1
88903	Leiomyosarcoma,NOS 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C3158	Leiomyosarcoma	7	1
87203	Malignant melanoma, NOS 	C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	C8711	Non-Cutaneous Melanoma	4	1
87703	Mixed epithelioid and spindle cell melanoma	C69.3	Choroid	C66756	Mixed Epithelioid and Spindle Cell Melanoma	4	1
89803	Carcinosarcoma, NOS 	C54.3	Fundus uteri	C9180	Uterine Corpus Carcinosarcoma	9	1
81403	Adenocarcinoma, NOS	C25.0	Head of pancreas	C8294	Pancreatic Adenocarcinoma	7	1
88053	Undifferentiated sarcoma 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
80833	Basaloid squamous cell carcinoma	C06.0	Cheeck mucosa	C54244	Basaloid Squamous Cell Carcinoma	5	1
80703	Squamous cell carcinoma, NOS	C14.8	Overlapping lesion of lip, oral cavity and pharynx	C4833	Oral Cavity Squamous Cell Carcinoma	7	2
80703	Squamous cell carcinoma, NOS	C14.8	Overlapping lesion of lip, oral cavity and pharynx	C2929	Squamous Cell Carcinoma	4	2
90433	Synovial sarcoma, biphasic	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C4279	Biphasic synovial sarcoma	-1	1
87203	Malignant melanoma, NOS 	C77.4	Lymph nodes of inguinal region or leg	C8711	Non-Cutaneous Melanoma	4	1
84803	Mucinous adenocarcinoma	C25.0	Head of pancreas	C26712	Mucinous Adenocarcinoma	5	1
82553	Adenocarcinoma with mixed subtypes	C61.9	Prostate gland	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
88053	Undifferentiated sarcoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
88903	Leiomyosarcoma,NOS 	C16.9	Stomach, NOS	C3158	Leiomyosarcoma	7	1
81403	Adenocarcinoma, NOS	C16.1	Fundus of stomach	C4004	Gastric Adenocarcinoma	6	1
87433	Superficial spreading melanoma	C77.4	Lymph nodes of inguinal region or leg	C9152	Superficial Spreading Melanoma	5	1
94503	Oligodendroglioma, NOS 	C71.2	temporal lobe	C3288	Oligodendroglioma	8	1
80703	Squamous cell carcinoma, NOS	C34.2	Middle lobe, lung	C3493	Lung Squamous Cell Carcinoma	6	1
80713	Squamous cell carcinoma, keratinizing, NOS	C03.9	Gum, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
84803	Mucinous adenocarcinoma	C16.0	Cardia, NOS	C5248	Mucinous Gastric Adenocarcinoma	8	1
90413	Synovial sarcoma, spindle cell	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C4277	Spindle Cell Synovial Sarcoma	-1	1
84803	Mucinous adenocarcinoma	C20.9	Rectum, NOS	C7973	Rectal Mucinous Adenocarcinoma	9	1
84803	Mucinous adenocarcinoma	C19.9	Rectosigmoid junction	C43592	Rectosigmoid Mucinous Adenocarcinoma	9	2
84803	Mucinous adenocarcinoma	C19.9	Rectosigmoid junction	C43585	Colorectal Mucinous Adenocarcinoma	8	2
80713	Squamous cell carcinoma, keratinizing, NOS	C04.9	floor of mouth, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
85823	Thymoma, type AB, malignant	C38.1	Anterior mediastinum	C6886	Malignant Type AB Thymoma	7	1
85843	Thymoma, type B2, malignant	C38.1	Anterior mediastinum	C6889	Malignant Type B2 Thymoma	8	1
85833	Thymoma, type B1, malignant	C37.9	Thymus	C7996	Malignant Type B1 Thymoma	8	1
85243	Infiltrating lobular mixed with other types of carcinoma	C50.9	Breast, NOS	C5214	Breast adenocarcinoma	5	1
81203	Transitional cell carcinoma, NOS	C67.3	Anterior wall of bladder	C39851	Bladder Urothelial Carcinoma	7	1
87203	Malignant melanoma, NOS 	C17.9	Small intestine, NOS	C8711	Non-Cutaneous Melanoma	4	1
87443	Acral lentiginous melanoma, malignant	C44.7	Skin of lower limb and hip	C4022	Acral Lentiginous Melanom	-1	1
85003	Infiltrating duct carcinoma, NOS	C50.4	Upper-outer quadrant of breast	C4017	Ductal breast carcinoma	6	1
84803	Mucinous adenocarcinoma	C34.1	Upper lobe, lung	C26712	Mucinous Adenocarcinoma	5	1
87433	Superficial spreading melanoma	C44.5	Skin of trunk	C9152	Superficial Spreading Melanoma	5	1
94013	Astrocytoma, anaplastic 	C71.9	Brain, NOS	C9477	Anaplastic Astrocytoma	8	1
88903	Leiomyosarcoma,NOS 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C3158	Leiomyosarcoma	7	1
80713	Squamous cell carcinoma, keratinizing, NOS	C06.9	Mouth, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
87433	Superficial spreading melanoma	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C9152	Superficial Spreading Melanoma	5	1
87203	Malignant melanoma, NOS 	C34.3	Lower lobe, lung	C8711	Non-Cutaneous Melanoma	4	1
84803	Mucinous adenocarcinoma	C34.3	Lower lobe, lung	C26712	Mucinous Adenocarcinoma	5	1
80703	Squamous cell carcinoma, NOS	C05.0	Hard palate	C4649	Palate Squamous Cell Carcinoma	8	1
82553	Adenocarcinoma with mixed subtypes	C34.1	Upper lobe, lung	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
81453	Carcinoma, diffuse type	C16.9	Stomach, NOS	C9159	Gastric Diffuse Adenocarcinoma	7	1
85841	Thymoma, type B2, NOS	C37.9	Thymus	C6888	Thymoma Type B2	7	1
85503	Acinar cell carcinoma	C34.1	Upper lobe, lung	C5649	Acinar Lung Adenocarcinoma	8	1
88053	Undifferentiated sarcoma 	C48.0	Retroperitoneum	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
87303	Amelanotic melanoma 	C77.3	Lymph nodes of axilla or arm	C3802	Amelanotic melanoma 	4	1
82463	Neuroendocrine carcinoma, NOS	C25.2	Tail of pancreas	C3770	Pancreatic Neuroendocrine Tumor	7	1
81443	Adenocarcinoma, intestinal type	C16.2	Body of stomach	C9157	Gastric Intestinal Type Adenocarcinoma	8	1
83443	Papillary carcinoma, columnar cell	C73.9	Thyroid gland	C35830	Columnar Cell Variant Thyroid Gland Papillary Carcinoma	-1	1
80713	Squamous cell carcinoma, keratinizing, NOS	C53.9	Cervix uteri	C4105	Keratinizing Squamous Cell Carcinoma	5	1
82523	Bronchiolo-alveolar carcinoma, non-mucinous	C34.1	Upper lobe, lung	C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	-1	1
83103	Clear cell adenocarcinoma, NOS	C34.3	Lower lobe, lung	C3766	Clear Cell Adenocarcinoma	5	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C77.2	Intra-abdominal lymph nodes	C8851	Diffuse Large B-Cell Lymphoma	9	1
82113	Tubular adenocarcinoma	C16.1	Fundus of stomach	C5473	Gastric Tubular Adenocarcinoma	8	1
85233	Infiltrating duct mixed with other types of carcinoma	C50.9	Breast, NOS	C5214	Breast adenocarcinoma	5	2
85233	Infiltrating duct mixed with other types of carcinoma	C50.9	Breast, NOS	C40347	Invasive Mixed Breast Carcinoma	6	2
90433	Synovial sarcoma, biphasic	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C4279	Biphasic synovial sarcoma	-1	1
84803	Mucinous adenocarcinoma	C18.2	Ascending colon	C7966	Colon Mucinous Adenocarcinoma	9	1
88113	Fibromyxosarcoma 	C49.3	thoracic wall	C6496	Myxofibrosarcoma	-1	1
81603	Cholangiocarcinoma	C24.0	Extrahepatic bile duct	C7975	Extrahepatic Bile Duct Adenocarcinoma	9	2
81603	Cholangiocarcinoma	C24.0	Extrahepatic bile duct	C4436	Cholangiocarcinoma	9	2
87213	Nodular melanoma	C44.5	Skin of trunk	C4225	Nodular Melanoma	5	1
86801	Paraganglioma, NOS 	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C3308	Paraganglioma	5	1
84903	Signet ring cell carcinoma	C16.3	Gastric antrum	C3774	Signet Ring Cell Carcinoma	5	1
80713	Squamous cell carcinoma, keratinizing, NOS	C34.2	Middle lobe, lung	C4105	Keratinizing Squamous Cell Carcinoma	5	1
94403	Glioblastoma,NOS	C71.4	occipital lobe	C3058	Glioblastoma	8	1
87203	Malignant melanoma, NOS 	C44.7	Skin of lower limb and hip	C3510	Cutaneous Melanoma	4	1
80703	Squamous cell carcinoma, NOS	C03.1	Lower gum	C8171	Lower Gingival Squamous Cell Carcinoma	9	1
84903	Signet ring cell carcinoma	C16.2	Body of stomach	C3774	Signet Ring Cell Carcinoma	5	1
87203	Malignant melanoma, NOS 	C77.5	Pelvic lymph nodes	C8711	Non-Cutaneous Melanoma	4	1
82463	Neuroendocrine carcinoma, NOS	C25.1	Body of pancreas	C3770	Pancreatic Neuroendocrine Tumor	7	1
81403	Adenocarcinoma, NOS	C18.3	Hepatic flexure of colon	C4349	Colon Adenocarcinoma	8	1
81453	Carcinoma, diffuse type	C16.0	Cardia, NOS	C9159	Gastric Diffuse Adenocarcinoma	7	1
88903	Leiomyosarcoma,NOS 	C54.2	Myometrium	C6340	Uterine Corpus Leiomyosarcoma	9	1
83823	Endometrioid adenocarcinoma, secretory variant	C54.1	Endometrium	C27839	Endometrial Endometrioid Adenocarcinoma, Secretory Variant	13	1
81443	Adenocarcinoma, intestinal type	C16.0	Cardia, NOS	C9157	Gastric Intestinal Type Adenocarcinoma	8	1
82553	Adenocarcinoma with mixed subtypes	C34.8	Overlapping lesion of lung	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
82553	Adenocarcinoma with mixed subtypes	C34.9	Lung, NOS	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
85003	Infiltrating duct carcinoma, NOS	C25.9	Pancreas, NOS	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
84803	Mucinous adenocarcinoma	C16.2	Body of stomach	C5248	Mucinous Gastric Adenocarcinoma	8	1
81403	Adenocarcinoma, NOS	C18.4	Transverse colon	C4349	Colon Adenocarcinoma	8	1
87203	Malignant melanoma, NOS 	C52.9	Vagina, NOS	C8711	Non-Cutaneous Melanoma	4	1
80713	Squamous cell carcinoma, keratinizing, NOS	C34.9	Lung, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
84603	Papillary serous cystadenocarcinoma	C48.1	Specified parts of peritoneum	C8377	Papillary Serous Cystadenocarcinoma	7	1
87203	Malignant melanoma, NOS 	C44.6	Skin of upper limb and shoulder	C3510	Cutaneous Melanoma	4	1
82553	Adenocarcinoma with mixed subtypes	C34.2	Middle lobe, lung	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
80713	Squamous cell carcinoma, keratinizing, NOS	C09.9	Tonsil, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
82113	Tubular adenocarcinoma	C16.2	Body of stomach	C5473	Gastric Tubular Adenocarcinoma	8	1
93823	Mixed glioma 	C71.2	temporal lobe	C3903	Mixed Glioma	7	1
87203	Malignant melanoma, NOS 	C44.4	Hair	C3510	Cutaneous Melanoma	4	1
80833	Basaloid squamous cell carcinoma	C34.3	Lower lobe, lung	C54244	Basaloid Squamous Cell Carcinoma	5	1
87203	Malignant melanoma, NOS 	C76.1	thorax, NOS	C8711	Non-Cutaneous Melanoma	4	1
85003	Infiltrating duct carcinoma, NOS	C25.2	Tail of pancreas	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
87203	Malignant melanoma, NOS 	C34.9	Lung, NOS	C8711	Non-Cutaneous Melanoma	4	1
82503	Bronchiolo-alveolar adenocarcinoma, NOS	C34.1	Upper lobe, lung	C2923	Minimally invasive lung adenocarcinoma 	8	1
80713	Squamous cell carcinoma, keratinizing, NOS	C15.5	Lower third of esophagus	C4105	Keratinizing Squamous Cell Carcinoma	5	1
93823	Mixed glioma 	C71.1	frontal lobe	C3903	Mixed Glioma	7	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C38.1	Anterior mediastinum	C8851	Diffuse Large B-Cell Lymphoma	9	1
81713	Hepatocellular carcinoma, fibrolamellar	C22.0	Liver	C4131	Fibrolamellar Carcinoma	8	1
82533	Bronchiolo-alveolar carcinoma, mucinous	C34.1	Upper lobe, lung	C7268	Mucinous Minimally Invasive Lung Adenocarcinoma	9	1
80703	Squamous cell carcinoma, NOS	C00.9	Lip, NOS	C2929	Squamous Cell Carcinoma	4	1
88113	Fibromyxosarcoma 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C6496	Myxofibrosarcoma	-1	1
87723	Spindle cell melanoma, NOS	C69.4	Ciliary body	C4237	Spindle Cell Melanoma	4	1
84803	Mucinous adenocarcinoma	C61.9	Prostate gland	C26712	Mucinous Adenocarcinoma	5	1
82303	Solid carcinoma, NOS	C34.1	Upper lobe, lung	C4137	Solid Carcinoma	4	1
88303	Malignant fibrous histiocytoma 	C49.3	thoracic wall	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
85833	Thymoma, type B1, malignant	C38.1	Anterior mediastinum	C7996	Malignant Type B1 Thymoma	8	1
85243	Infiltrating lobular mixed with other types of carcinoma	C50.2	Upper-inner quadrant of breast	C5214	Breast adenocarcinoma	5	1
80103	Carcinoma, NOS	C67.9	Bladder, NOS	C7899	Recurrent bladder carcinoma	7	3
80103	Carcinoma, NOS	C67.9	Bladder, NOS	C4912	Bladder carcinoma	6	3
80103	Carcinoma, NOS	C67.9	Bladder, NOS	C39851	Bladder Urothelial Carcinoma	7	3
80503	Papillary carcinoma, NOS	C73.9	Thyroid gland	C2927	Papillary Carcinoma	4	1
88543	Pleomorphicliposarcoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C3705	Pleomorphic Liposarcoma	7	1
95403	Malignant peripheral nerve sheath tumor 	C48.0	Retroperitoneum	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
84603	Papillary serous cystadenocarcinoma	C54.1	Endometrium	C8377	Papillary Serous Cystadenocarcinoma	7	1
80833	Basaloid squamous cell carcinoma	C15.5	Lower third of esophagus	C54244	Basaloid Squamous Cell Carcinoma	5	1
87003	Pheochromocytoma, malignant	C69.3	Choroid	C4220	Malignant Adrenal Gland Pheochromocytoma	8	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C77.4	Lymph nodes of inguinal region or leg	C8851	Diffuse Large B-Cell Lymphoma	9	1
80703	Squamous cell carcinoma, NOS	C15.3	Upper third of esophagus	C4024	Esophageal Squamous Cell Carcinoma	6	1
85841	Thymoma, type B2, NOS	C38.1	Anterior mediastinum	C6888	Thymoma Type B2	7	1
85813	Thymoma, type A, malignant	C38.1	Anterior mediastinum	C7999	Malignant Type A Thymoma	7	1
80703	Squamous cell carcinoma, NOS	C34.8	Overlapping lesion of lung	C3493	Lung Squamous Cell Carcinoma	6	1
95403	Malignant peripheral nerve sheath tumor 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
87203	Malignant melanoma, NOS 	C34.1	Upper lobe, lung	C8711	Non-Cutaneous Melanoma	4	1
85821	Thymoma, type AB, NOS	C38.1	Anterior mediastinum	C6885	Thymoma Type AB	6	1
81303	Papillary transitional cell carcinoma	C67.2	Lateral wall of bladder	C7383	Bladder Papillary Urothelial Carcinoma	8	1
90813	Teratocarcinoma	C62.9	Testis, NOS	C3756	Mixed Embryonal Carcinoma and Teratoma	5	1
82533	Bronchiolo-alveolar carcinoma, mucinous	C34.3	Lower lobe, lung	C7268	Mucinous Minimally Invasive Lung Adenocarcinoma	9	1
87303	Amelanotic melanoma 	C44.5	Skin of trunk	C3802	Amelanotic melanoma 	4	1
87203	Malignant melanoma, NOS 	C50.9	Breast, NOS	C8711	Non-Cutaneous Melanoma	4	1
87203	Malignant melanoma, NOS 	C49.0	Head, neck	C8711	Non-Cutaneous Melanoma	4	1
83503	Nonencapsulated sclerosing carcinoma	C73.9	Thyroid gland	C7427	Thyroid Gland Diffuse Sclerosing Papillary Carcinoma	10	1
84413	Serous cystadenocarcinoma, NOS	C48.1	Specified parts of peritoneum	C3778	Serous Cystadenocarcinoma	6	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C09.9	Tonsil, NOS	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
85003	Infiltrating duct carcinoma, NOS	C25.1	Body of pancreas	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
84903	Signet ring cell carcinoma	C34.1	Upper lobe, lung	C3774	Signet Ring Cell Carcinoma	5	1
87713	Epithelioid cell melanoma	C69.3	Choroid	C4236	Epithelioid Cell Melanoma	4	1
90203	Phyllodes tumor, malignant 	C50.9	Breast, NOS	C4504	Malignant Breast Phyllodes Tumor	6	1
87203	Malignant melanoma, NOS 	C21.8	Overlapping lesion of rectum, anus and anal canal	C8711	Non-Cutaneous Melanoma	4	1
87213	Nodular melanoma	C77.4	Lymph nodes of inguinal region or leg	C4225	Nodular Melanoma	5	1
88963	Myxoid leiomyosarcoma 	C55.9	Uterus, NOS	C3701	Myxoid Leiomyosarcoma	8	1
80833	Basaloid squamous cell carcinoma	C34.1	Upper lobe, lung	C54244	Basaloid Squamous Cell Carcinoma	5	1
82633	Adenocarcinoma in tubulovillous adenoma	C20.9	Rectum, NOS	C4145	Adenocarcinoma in Tubulovillous Adenoma	6	1
80713	Squamous cell carcinoma, keratinizing, NOS	C00.9	Lip, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
86931	Extra-adrenal paraganglioma, NOS	C48.0	Retroperitoneum	C3309	Extra-Adrenal Paraganglioma	6	1
88903	Leiomyosarcoma,NOS 	C02.9	Tongue, NOS	C3158	Leiomyosarcoma	7	1
87213	Nodular melanoma	C44.4	Hair	C4225	Nodular Melanoma	5	1
81403	Adenocarcinoma, NOS	C25.2	Tail of pancreas	C8294	Pancreatic Adenocarcinoma	7	1
88583	Dedifferentiated liposarcoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C3704	Dedifferentiated Liposarcoma	7	1
88053	Undifferentiated sarcoma 	C49.0	Head, neck	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
81403	Adenocarcinoma, NOS	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C2852	Colon Adenocarcinoma	4	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C77.3	Lymph nodes of axilla or arm	C8851	Diffuse Large B-Cell Lymphoma	9	1
80703	Squamous cell carcinoma, NOS	C16.0	Cardia, NOS	C2929	Squamous Cell Carcinoma	4	1
82603	Papillary adenocarcinoma, NOS	C16.2	Body of stomach	C4004	Gastric Adenocarcinoma	6	1
83103	Clear cell adenocarcinoma, NOS	C22.0	Liver	C3766	Clear Cell Adenocarcinoma	5	1
82603	Papillary adenocarcinoma, NOS	C16.3	Gastric antrum	C4004	Gastric Adenocarcinoma	6	1
81403	Adenocarcinoma, NOS	C54.1	Endometrium	C7359	Endometrial adenocarcinoma	10	1
86931	Extra-adrenal paraganglioma, NOS	C49.3	thoracic wall	C3309	Extra-Adrenal Paraganglioma	6	1
83803	Endometrioid adenocarcinoma, NOS	C54.0	fallopian tube	C6287	Endometrial Endometrioid Adenocarcinoma	12	1
87203	Malignant melanoma, NOS 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C8711	Non-Cutaneous Melanoma	4	1
85003	Infiltrating duct carcinoma, NOS	C61.9	Prostate gland	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
88053	Undifferentiated sarcoma 	C49.3	thoracic wall	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
93823	Mixed glioma 	C71.3	parietal lobe	C3903	Mixed Glioma	7	1
88903	Leiomyosarcoma,NOS 	C56.9	Ovary	C5234	Ovarian leiomyosarcoma	8	1
87723	Spindle cell melanoma, NOS	C44.5	Skin of trunk	C4237	Spindle Cell Melanoma	4	1
86931	Extra-adrenal paraganglioma, NOS	C76.1	thorax, NOS	C3309	Extra-Adrenal Paraganglioma	6	1
86933	Extra-adrenal paraganglioma, malignant	C48.0	Retroperitoneum	C4219	Malignant Extra-Adrenal Paraganglioma	7	1
90413	Synovial sarcoma, spindle cell	C49.3	thoracic wall	C4277	Spindle Cell Synovial Sarcoma	-1	1
80703	Squamous cell carcinoma, NOS	C32.1	Supraglottis	C2929	Squamous Cell Carcinoma	4	1
82553	Adenocarcinoma with mixed subtypes	C25.0	Head of pancreas	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
95403	Malignant peripheral nerve sheath tumor 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
87723	Spindle cell melanoma, NOS	C69.3	Choroid	C4237	Spindle Cell Melanoma	4	1
80713	Squamous cell carcinoma, keratinizing, NOS	C10.3	Posterior wall of oropharynx	C4105	Keratinizing Squamous Cell Carcinoma	5	1
85003	Infiltrating duct carcinoma, NOS	C50.3	Lower-inner quadrant of breast	C4017	Ductal breast carcinoma	6	1
88053	Undifferentiated sarcoma 	C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
84803	Mucinous adenocarcinoma	C18.3	Hepatic flexure of colon	C7966	Colon Mucinous Adenocarcinoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C41.0	Maxilla	C8851	Diffuse Large B-Cell Lymphoma	9	1
87723	Spindle cell melanoma, NOS	C44.3	Skin of other and unspecified parts of face	C4237	Spindle Cell Melanoma	4	1
88303	Malignant fibrous histiocytoma 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
80223	Pleomorphic carcinoma	C50.8	Overlapping lesion of breast	C4094	Pleomorphic Carcinoma	5	1
84803	Mucinous adenocarcinoma	C18.6	Descending colon	C7966	Colon Mucinous Adenocarcinoma	9	1
87203	Malignant melanoma, NOS 	C30.0	Nasal cavity	C8711	Non-Cutaneous Melanoma	4	1
88221	Abdominal fibromatosis	C48.0	Retroperitoneum	C3741	Abdominal (Mesenteric) Fibromatosis	7	1
81403	Adenocarcinoma, NOS	C15.4	Middle third of esophagus	C4025	Esophageal Adenocarcinoma	6	1
84803	Mucinous adenocarcinoma	C18.4	Transverse colon	C7966	Colon Mucinous Adenocarcinoma	9	1
87703	Mixed epithelioid and spindle cell melanoma	C69.4	Ciliary body	C66756	Mixed Epithelioid and Spindle Cell Melanoma	4	1
87423	Lentigo maligna melanoma	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C9151	Lentigo Maligna Melanoma	6	1
88113	Fibromyxosarcoma 	C48.0	Retroperitoneum	C6496	Myxofibrosarcoma	-1	1
80713	Squamous cell carcinoma, keratinizing, NOS	C01.9	tongue	C4105	Keratinizing Squamous Cell Carcinoma	5	1
94403	Glioblastoma,NOS	C71.2	temporal lobe	C3058	Glioblastoma	8	1
85831	Thymoma, type B1, NOS	C37.9	Thymus	C6887	Thymoma Type B1	7	1
87433	Superficial spreading melanoma	C44.6	Skin of upper limb and shoulder	C9152	Superficial Spreading Melanoma	5	1
80713	Squamous cell carcinoma, keratinizing, NOS	C34.1	Upper lobe, lung	C4105	Keratinizing Squamous Cell Carcinoma	5	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C73.9	Thyroid gland	C8851	Diffuse Large B-Cell Lymphoma	9	1
82603	Papillary adenocarcinoma, NOS	C34.2	Middle lobe, lung	C2853	Papillary Adenocarcinoma	5	1
