gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
RPL36AL	14	49618688	49620685	NA	963
RPL37	5	40831327	40835285	NA	896
RPL37A	2	216498796	216503550	NA	2236
RPL38	17	74203655	74209880	NA	1151
RPL39	X	119786503	119791659	NA	1498
RPL39L	3	187120952	187139475	NA	2012
RPL3L	16	1943973	1954678	NA	599
RPL4	15	66499314	66504855	NA	1092
RPL41	7	21755267	137513936	NA	1634
RPL5	1	92832036	92841924	NA	1293
RPL6	12	112405189	112409639	NA	1442
RPL7	8	73290638	96679640	NA	1144
RPL7A	9	133348213	133351426	NA	1602
RPL7L1	6	42879928	42887430	NA	912
RPL8	8	144789768	144792420	NA	1689
RPL9	X	23836643	82372915	NA	766
RPLP0	12	120196699	120201211	NA	1502
RPLP0P2	11	61615035	61639449	NA	1055
RPLP1	15	69452819	69455546	NA	1114
RPLP2	11	809935	812876	NA	591
RPN1	3	128619969	128650876	NA	1566
RPN2	20	37179052	37241622	NA	108
RPP14	3	58306244	58320193	NA	1029
RPP21	6	30345128	30346858	NA	816
RPP25	15	74955101	74957434	NA	1156
RPP25L	9	34610484	34612113	NA	849
RPP30	10	90871517	90908555	NA	1278
RPP38	10	15097179	15104257	NA	700
RPP40	6	4995045	5004063	NA	623
RPPH1	14	20343070	20343411	NA	740
RPRD1A	18	35989823	36067594	NA	107
RPRD1B	20	38033545	38092364	NA	875
RPRD2	1	150364110	150476565	NA	216
RPRM	2	153477337	153478808	NA	1755
RPRML	17	46978151	46979248	NA	943
RPS10	6	34417453	34426125	NA	847
RPS10-NUDT3	6	34287195	34426125	NA	105
RPS10P7	1	201519903	201520592	NA	2122
RPS11	19	49496364	49499712	NA	962
RPS12	6	132814568	132817564	NA	1598
RPS13	11	17074390	17077673	NA	715
RPS14	5	150444228	150449756	NA	1732
RPS14P3	1	19607806	19608644	NA	734
RPS15	19	1438363	1440497	NA	595
RPS15A	16	18782954	18790365	NA	728
RPS15AP10	1	45645780	45646685	NA	933
RPS16	19	39433206	39435978	NA	885
RPS16P5	6	53334459	53337617	NA	991
RPS17	15	82536749	82540544	NA	1214
RPS18	6	33272021	33276504	NA	838
RPS18P9	6	149593615	149594584	NA	1726
RPS19	19	41859917	41871416	NA	904
RPS19BP1	22	39529092	39532855	NA	886
RPS2	16	1962051	1964826	NA	599
RPS20	8	56068179	56074581	NA	1012
RPS21	20	62387064	62388520	NA	1060
RPS23	5	82273319	82278416	NA	1212
RPS24	10	78033759	78056813	NA	1180
RPS25	11	119015712	119018347	NA	1493
RPS26	4	56041901	113214419	NA	1448
RPS26P11	X	72044408	72044961	NA	1134
RPS27	1	153990761	153992155	NA	1759
RPS27A	2	55231902	55235853	NA	1006
RPS27L	15	63153339	63157542	NA	1066
RPS28	19	8321499	82689904	NA	648
RPS29	14	49576671	49586416	NA	963
RPS2P32	7	23490387	23491412	NA	764
RPS3	11	75399490	75422301	NA	1160
RPS3A	4	151099572	151104652	NA	1737
RPS4X	X	72272602	72277291	NA	1136
RPS4Y1	Y	2841581	2866956	NA	606
RPS4Y2	Y	20756067	20781032	NA	743
RPS5	19	58387268	58394804	NA	1030
RPS6	9	19376254	19380237	NA	732
RPS6KA1	1	26529757	26575029	NA	787
RPS6KA2	6	166409365	166862283	NA	231
RPS6KA2-IT1	6	166460662	166465383	NA	231
RPS6KA3	X	20149910	20266632	NA	92
RPS6KA4	11	64359152	64372215	NA	1076
RPS6KA5	14	90870825	91060649	NA	159
RPS6KA6	X	84058345	84187935	NA	153
RPS6KB1	17	59893045	59950425	NA	130
RPS6KB2	11	67428463	67435408	NA	1099
RPS6KC1	1	213051232	213273465	NA	276
RPS6KL1	14	74903953	74922442	NA	1156
RPS7	2	3575262	3580919	NA	612
RPS7P5	1	240007523	240013260	NA	2416
RPS8	1	44775573	44778740	NA	926
RPS9	19	54200857	54207647	NA	998
RPSA	3	23827118	39412541	NA	885
RPSAP52	12	65758020	65826974	NA	135
RPSAP58	19	23763013	23828117	NA	766
RPSAP9	9	76398598	76400038	NA	1167
RPTN	1	152153594	152159228	NA	1745
RPTOR	17	80544824	80966373	NA	18
RPUSD1	16	784973	788383	NA	73
RPUSD2	15	40569292	40574694	NA	894
RPUSD3	3	9837848	9844018	NA	660
RPUSD4	11	126202093	126211692	NA	1547
RQCD1	2	218568579	218596435	NA	2252
RRAD	16	66921678	66925536	NA	1095
RRAGA	9	19049373	19051023	NA	730
RRAGB	X	55717676	55758774	NA	1010
RRAGC	1	38838196	38859823	NA	881
RRAGD	6	89364615	89412276	NA	158
RRAS	19	49635291	49640143	NA	963
RRAS2	11	14277919	14364506	NA	86
RRBP1	20	17613677	17682283	NA	719
RREB1	6	7107596	7251980	NA	79
RRH	4	109827993	109844705	NA	177
RRM1	11	4094693	4138876	NA	616
RRM2	2	10122567	10131419	NA	662
RRM2B	8	102204500	102239118	NA	170
RRN3	16	15060021	15094335	NA	87
RRN3P1	16	21796629	21819174	NA	751
RRN3P2	16	29074841	29116717	NA	100
RRN3P3	16	22419545	22437715	NA	756
RRNAD1	1	156728470	156736960	NA	1780
RRP1	21	43789536	43805278	NA	919
RRP12	10	97356700	97401370	NA	165
RRP15	1	218285286	218337983	NA	2250
RRP1B	21	43659550	43696079	NA	918
RRP36	6	43021646	43029599	NA	913
RRP7A	22	42508334	42519823	NA	909
RRP7BP	22	42573259	42582011	NA	909
RRP8	11	6599913	6603650	NA	635
RRP9	3	51933425	51941941	NA	981
RRS1	8	66429027	66430733	NA	1091
RS1	X	18639687	18672103	NA	727
RSAD1	17	50478799	50485980	NA	970
RSAD2	2	6877664	6898232	NA	637
RSBN1	1	113761831	113812476	NA	181
RSBN1L	7	77696425	77779803	NA	147
RSC1A1	1	15659868	15661722	NA	704
RSF1	11	77666228	77820834	NA	147
RSG1	1	16231686	16237164	NA	708
RSHL1	19	45795764	45815228	NA	934
RSL1D1	16	11834195	11851585	NA	675
RSL24D1	15	55181313	55197033	NA	1006
RSPH1	21	42472485	42496354	NA	909
RSPH10B	7	5926145	6798765	NA	636
RSPH10B2	7	5926145	6798765	NA	630
RSPH14	22	23059414	23142054	NA	11
RSPH3	6	158977233	159000166	NA	224
RSPH4A	6	116616478	116632985	NA	1474
RSPH6A	19	45795709	45815347	NA	934
RSPH9	6	43645029	43671011	NA	114
RSPO1	1	37611349	37634923	NA	108
RSPO2	8	107899315	108083685	NA	21
RSPO3	6	127118673	127199481	NA	194
RSPO4	20	958452	1002264	NA	592
RSPRY1	16	57186283	57240475	NA	1021
RSRC1	3	158110051	158544835	NA	27
RSRC2	12	122504642	122527013	NA	1519
RSRP1	1	25242248	25247494	NA	777
RSU1	10	16590617	16817454	NA	1
RSU1P2	10	45099475	45154596	NA	929
RTBDN	19	12825476	12835428	NA	682
RTCA	1	100266157	100292769	NA	168
RTCB	22	32387574	32412287	NA	832
RTCD1	1	100266248	100291770	NA	168
RTDR1	22	23059414	23142022	NA	11
RTEL1	20	63657809	63696253	NA	1070
RTEL1-TNFRSF6B	20	63657809	63698698	NA	1070
RTF1	15	41417103	41483563	NA	112
RTFDC1	20	56468584	56518886	NA	126
RTKN	2	74425860	74441933	NA	1152
RTKN2	10	62193085	62268863	NA	132
RTL1	14	100880654	100884847	NA	1354
RTN1	14	59595975	59870839	NA	16
RTN2	19	45485287	45497055	NA	932
RTN3	11	63681449	63759891	NA	133
RTN4	2	54972190	55050598	NA	125
RTN4IP1	6	106571027	106629498	NA	1398
RTN4R	22	20241414	20268293	NA	739
RTN4RL1	17	1934676	2025345	NA	74
RTN4RL2	11	57460536	57477539	NA	1023
RTP1	3	187197485	187201465	NA	2013
RTP2	3	187698258	187702557	NA	2017
RTP3	3	46497994	46500949	NA	939
RTP4	3	187368379	187371581	NA	2014
RTP5	2	241869733	241873330	NA	2430
RTTN	18	70003805	70205726	NA	139
RUFY1	5	179550560	179610026	NA	244
RUFY2	10	68341106	68407294	NA	1106
RUFY3	4	70704936	70808622	NA	140
RUFY4	2	218034933	218090581	NA	2248
RUNDC1	17	42980564	42993690	NA	14
RUNDC2B	16	29359111	29371224	NA	12
RUNDC3A	17	44308558	44318670	NA	923
RUNDC3B	7	87628412	87832298	NA	156
RUNX1	21	34787800	35049298	NA	106
RUNX1-IT1	21	35037930	35039426	NA	852
RUNX1T1	8	91954966	92103226	NA	160
RUNX2	6	45328316	45551082	NA	116
RUNX3	1	24899510	24965010	NA	96
RUSC1	1	155320848	155331118	NA	1770
RUSC2	9	35489951	35561898	NA	856
RUVBL1	3	128080956	128123828	NA	1562
RUVBL2	19	48993898	49015926	NA	958
RWDD1	6	116571366	116593601	NA	1474
RWDD2A	6	83193312	83196537	NA	1219
RWDD2B	21	29005758	29019364	NA	806
RWDD3	1	95234154	95247225	NA	1311
RWDD4	4	183639634	183659219	NA	1986
RWDD4A	4	183639638	183659178	NA	1986
RXFP1	4	158521713	158653369	NA	224
RXFP2	13	31739541	31802872	NA	827
RXFP3	5	33936385	33938918	NA	843
RXFP4	1	155941688	155942925	NA	1774
RXRA	9	134326462	134440586	NA	201
RXRB	6	33193584	33200853	NA	838
RXRG	1	165400921	165445355	NA	230
RYBP	3	72374592	72446623	NA	1137
RYK	3	134157133	134250744	NA	0
RYR1	19	38433699	38587564	NA	109
RYR2	1	237042401	237833988	NA	299
RYR3	15	33310961	33866103	NA	1
S100A1	1	153628396	153632039	NA	1757
S100A10	1	151982909	151994238	NA	1744
S100A11	1	152032505	152037035	NA	1744
S100A12	1	153373704	153375599	NA	1755
S100A13	1	153618799	153634092	NA	1757
S100A14	1	153614255	153616332	NA	1756
S100A16	1	153606889	153613074	NA	1756
S100A2	1	153561108	153565830	NA	1756
S100A3	1	153547330	153549258	NA	1756
S100A4	1	153543618	153545806	NA	1756
S100A5	1	153537146	153541765	NA	1756
S100A6	1	153534598	153536241	NA	1756
S100A7	1	153457743	153460661	NA	1755
S100A7A	1	153416523	153423225	NA	1755
S100A7L2	1	153436994	153440027	NA	1755
S100A8	1	153390031	153391188	NA	1755
S100A9	1	153357853	153361027	NA	1755
S100B	21	46598617	46605122	NA	940
S100G	X	16650157	16654668	NA	712
S100P	4	6693838	6697170	NA	636
S100PBP	1	32817441	32858879	NA	835
S100Z	5	76850000	76921231	NA	1171
S1PR1	1	101236748	101241520	NA	1357
S1PR2	19	10221432	10231272	NA	663
S1PR3	9	88991408	89005154	NA	1264
S1PR4	19	3178737	3180332	NA	609
S1PR5	19	10512741	10517992	NA	665
SAA1	11	18266260	18269976	NA	724
SAA2	11	18238232	18248674	NA	724
SAA2-SAA4	11	18231354	18248674	NA	724
SAA3P	11	18112471	18116132	NA	723
SAA4	11	18231354	18236837	NA	724
SAAL1	11	18080342	18106091	NA	90
SAC3D1	11	65040903	65044828	NA	1081
SACM1L	3	45689261	45745409	NA	116
SACS	13	23328822	23433728	NA	95
SAE1	19	47130822	47210636	NA	14
SAFB	19	5623034	5668478	NA	78
SAFB2	19	5586998	5622927	NA	627
SAG	2	233307662	233347055	NA	2365
SAGE1	X	135893633	135913061	NA	1621
SALL1	16	51135974	51151272	NA	975
SALL2	14	21521080	21537216	NA	749
SALL3	18	78980274	78998969	NA	1187
SALL4	20	51784043	51802509	NA	980
SALRNA1	14	60639215	60640416	NA	1047
SALRNA2	15	70635248	70637314	NA	1123
SALRNA3	15	70615546	70616567	NA	1123
SAMD1	19	14088416	14090420	NA	692
SAMD10	20	63974112	63979642	NA	1073
SAMD11	1	925740	944581	NA	592
SAMD12	8	118189455	118621995	NA	23
SAMD13	1	84298365	84350798	NA	1228
SAMD14	17	50111308	50129882	NA	967
SAMD15	14	77377418	77391244	NA	1175
SAMD3	6	130144301	130365425	NA	197
SAMD4A	14	54567611	54793315	NA	125
SAMD4B	19	39342458	39384897	NA	885
SAMD5	6	147508691	147570021	NA	1710
SAMD7	3	169911571	169939168	NA	1881
SAMD8	10	75111634	75182123	NA	1158
SAMD9	7	93099512	93118023	NA	1295
SAMD9L	7	93130053	93148388	NA	1295
SAMHD1	20	36891823	36951843	NA	866
SAMM50	22	43955380	43996532	NA	920
SAMSN1	21	14485227	14583402	NA	695
SAP130	2	127941216	128027295	NA	1561
SAP18	13	21140513	21149085	NA	746
SAP25	7	100572229	100573647	NA	1352
SAP30	4	173370941	173377532	NA	1907
SAP30BP	17	75667115	75708062	NA	1162
SAP30L	5	154445956	154461053	NA	1763
SAPCD1	6	31762995	31764847	NA	827
SAPCD2	9	137062126	137070576	NA	1630
SAPS1	19	55229778	55258530	NA	1006
SAPS2	22	50343327	50444392	NA	969
SAPS3	11	68519522	68614973	NA	138
SAR1A	10	70150204	70170529	NA	1120
SAR1B	5	134601148	134632843	NA	201
SARAF	8	30063011	30083208	NA	814
SARDH	9	133663561	133739955	NA	200
SARM1	17	28371661	28401038	NA	801
SARNP	12	55752462	55817756	NA	1010
SARS	1	109213892	109238182	NA	1418
SARS2	19	38915263	38930896	NA	110
SART1	11	65961688	65980136	NA	1088
SART3	12	108522213	108561389	NA	176
SASH1	6	148342592	148552048	NA	214
SASH3	X	129779915	129795200	NA	1575
SASS6	1	100083545	100133095	NA	1348
SAT1	X	23783157	23786223	NA	766
SAT2	17	7626237	7627876	NA	643
SATB1	3	18347640	18438773	NA	90
SATB2	2	199269499	199471266	NA	263
SATL1	X	85092285	85108968	NA	1234
SAV1	14	50633579	50668353	NA	971
SAXO1	9	18927659	19049354	NA	91
SAXO2	15	82262810	82284926	NA	1212
SAYSD1	6	39104062	39115186	NA	883
SBDS	7	66987700	66995601	NA	1096
SBDSP1	7	72829372	72837399	NA	1140
SBF1	22	50445000	50475071	NA	121
SBF1P1	8	55449196	55455321	NA	1008
SBF2	11	9778666	10294207	NA	82
SBK1	16	28292518	28323849	NA	801
SBK2	19	55529732	55536294	NA	1008
SBK3	19	55540655	55545543	NA	1008
SBNO1	12	123289108	123350441	NA	190
SBNO2	19	1107633	1174283	NA	593
SBSN	19	35523366	35528351	NA	856
SBSPON	8	73064542	73093272	NA	1142
SC4MOL	4	165327707	165343159	NA	1846
SC5D	11	121292678	121313410	NA	1510
SC5DL	11	121292795	121308632	NA	1510
SC65	17	41802292	41811952	NA	903
SCAF1	19	49642124	49658649	NA	963
SCAF11	12	45919130	45990618	NA	935
SCAF4	21	31670999	31732118	NA	103
SCAF8	6	154733377	154834244	NA	220
SCAI	9	124942608	125143559	NA	192
SCAMP1	5	78360502	78480739	NA	147
SCAMP2	15	74844855	74873329	NA	1156
SCAMP3	1	155255978	155262385	NA	1769
SCAMP4	19	1905373	1926013	NA	599
SCAMP5	15	74995534	75021495	NA	1157
SCAND1	20	35953616	35959472	NA	859
SCAND2P	15	84631459	84642463	NA	1230
SCAND3	6	28571629	28587063	NA	100
SCAP	3	47413693	47475955	NA	946
SCAPER	15	76348185	76883876	NA	18
SCARA3	8	27633867	27676773	NA	99
SCARA5	8	27869881	27992852	NA	99
SCARB1	12	124777627	124863973	NA	23
SCARB2	4	76158738	76213899	NA	1166
SCARF1	17	1633857	1645789	NA	597
SCARF2	22	20424583	20437859	NA	740
SCARNA1	1	27834400	27834566	NA	797
SCARNA10	12	6510221	6510551	NA	634
SCARNA11	12	6581472	6581609	NA	635
SCARNA12	12	6967336	6967606	NA	638
SCARNA13	14	95533354	95533629	NA	1313
SCARNA14	15	66347205	66347342	NA	1091
SCARNA15	15	82755944	82756071	NA	1216
SCARNA16	17	77089306	77089493	NA	1173
SCARNA17	18	49814022	49814443	NA	965
SCARNA18	5	83064203	83064337	NA	1218
SCARNA2	1	109100192	109100612	NA	1417
SCARNA20	17	60231515	60231645	NA	1044
SCARNA21	17	7906122	7906260	NA	645
SCARNA22	4	1974635	1974760	NA	600
SCARNA23	X	24744440	24744570	NA	773
SCARNA27	6	8086407	8086533	NA	646
SCARNA3	1	175968396	175968540	NA	1927
SCARNA4	1	155925957	155926086	NA	1774
SCARNA5	2	233275725	233276003	NA	2364
SCARNA6	2	233288675	233288941	NA	2364
SCARNA7	3	160514906	160515236	NA	1809
SCARNA8	9	19063655	19063786	NA	730
SCARNA9	11	93721513	93721866	NA	1300
SCARNA9L	X	20136065	20136413	NA	738
SCART1	10	133453927	133468445	NA	1603
SCCPDH	1	246724075	246768138	NA	2467
SCD	10	100347014	100364831	NA	1350
SCD5	4	82629536	82798857	NA	151
SCEL	13	77475831	77645263	NA	18
SCFD1	14	30622253	30735827	NA	102
SCFD2	4	52872983	53366075	NA	123
SCG2	2	223596939	223602499	NA	2290
SCG3	15	51681352	51721026	NA	979
SCG5	15	32641668	32697097	NA	834
SCGB1A1	11	62419034	62423206	NA	1061
SCGB1B2P	19	34576732	34577691	NA	848
SCGB1C1	17	137570	194573	NA	586
SCGB1C2	17	137570	138992	NA	586
SCGB1D1	11	62190215	62193539	NA	1059
SCGB1D2	11	62242251	62244808	NA	1059
SCGB1D4	11	62296281	62299064	NA	1060
SCGB2A1	11	62208667	62213939	NA	1059
SCGB2A2	11	62270154	62273157	NA	1060
SCGB2B2	19	34593440	34594585	NA	848
SCGB2B3P	19	34645872	34646052	NA	849
SCGB3A1	5	180590104	180591487	NA	1962
SCGB3A2	5	147878710	147882193	NA	1713
SCGBL	19	34593502	34594585	NA	848
SCGN	6	25652200	25701780	NA	97
SCHIP1	3	159273246	159897366	NA	1804
SCHLAP1	2	180692103	180916939	NA	245
SCIMP	17	5208920	5234860	NA	624
SCIN	7	12570576	12653603	NA	10
SCLT1	4	128883994	129093607	NA	1569
SCLY	2	238060923	238099413	NA	2401
SCMH1	1	41027198	41242143	NA	112
SCML1	X	17737448	17754988	NA	720
SCML2	X	18239312	18354724	NA	90
SCML4	6	107702156	107824317	NA	175
SCN10A	3	38697345	38794010	NA	880
SCN11A	3	38845768	38953651	NA	110
SCN1A	2	165989159	166149132	NA	231
SCN1B	19	35030687	35040449	NA	852
SCN2A	2	165239401	165392310	NA	1846
SCN2B	11	118162803	118176622	NA	1486
SCN3A	2	165087519	165204067	NA	230
SCN3B	11	123629186	123654607	NA	1528
SCN4A	17	63938553	63972918	NA	16
SCN4B	11	118133376	118152915	NA	1486
SCN5A	3	38548061	38649673	NA	879
SCN7A	2	166403572	166486971	NA	231
SCN8A	12	51591235	51812864	NA	122
SCN9A	2	166195186	166375987	NA	231
SCNM1	1	151166021	151170297	NA	1738
SCNN1A	12	6346842	6377357	NA	633
SCNN1B	16	23302269	23381299	NA	95
SCNN1D	1	1280435	1292029	NA	594
SCNN1G	16	23182718	23216879	NA	95
SCO1	17	10680331	10697568	NA	666
SCO2	22	50523567	50526439	NA	970
SCOC	4	140257285	140382556	NA	206
SCP2	1	52927228	53051617	NA	123
SCP2D1	20	18813725	18814391	NA	728
SCPEP1	17	56978106	57006768	NA	1019
SCRG1	4	173388147	173399466	NA	1907
SCRIB	8	143790919	143815379	NA	1682
SCRN1	7	29920102	29990289	NA	813
SCRN2	17	47837680	47841333	NA	949
SCRN3	2	174395728	174429575	NA	1915
SCRT1	8	144256960	144336281	NA	210
SCRT2	20	661595	676179	NA	590
SCT	11	626312	627173	NA	589
SCTR	2	119439842	119524491	NA	1496
SCUBE1	22	43203222	43343388	NA	114
SCUBE2	11	9019499	9091603	NA	81
SCUBE3	6	35214061	35253079	NA	853
SCX	8	144266557	144268483	NA	1685
SCYE1	4	106316540	106348415	NA	1396
SCYL1	11	65525076	65538711	NA	135
SCYL2	12	100267770	100340136	NA	168
SCYL3	1	169853075	169893959	NA	29
SDAD1	4	75949905	75990962	NA	1164
SDC1	2	20200796	20225433	NA	739
SDC2	8	96493653	96611809	NA	165
SDC3	1	30869465	30908633	NA	820
SDC4	20	45325288	45348424	NA	930
SDC4P	22	30481289	30481756	NA	817
SDCBP	8	58553168	58582860	NA	1031
SDCBP2	20	1309910	1329235	NA	74
SDCCAG1	14	49566308	49852755	NA	120
SDCCAG10	5	64768978	65018305	NA	16
SDCCAG3	9	136401921	136410602	NA	1625
SDCCAG8	1	243256004	243500091	NA	4
SDE2	1	225982701	225999365	NA	2309
SDF2	17	28648355	28662189	NA	803
SDF2L1	22	21642252	21644299	NA	750
SDF4	1	1216907	1232067	NA	594
SDHA	5	218222	257082	NA	586
SDHAF1	19	35995187	35996318	NA	859
SDHAF2	11	61430124	61446767	NA	1053
SDHAF3	7	97116592	97181763	NA	165
SDHAF4	6	70566921	70588903	NA	1123
SDHAP1	3	195959920	195990279	NA	2080
SDHAP2	3	195658038	195688864	NA	2077
SDHAP3	5	1571957	1594531	NA	74
SDHB	1	17018725	17054170	NA	89
SDHC	1	161314375	161364745	NA	226
SDHD	11	112086823	112095801	NA	1440
SDK1	7	3301447	4268999	NA	9
SDK2	17	73215873	73644088	NA	17
SDPR	2	191834305	191847280	NA	2048
SDR16C5	8	56299647	56320682	NA	1014
SDR16C6P	8	56374717	56390710	NA	1015
SDR39U1	14	24439765	24442905	NA	771
SDR42E1	16	81997645	82011488	NA	1210
SDR9C7	12	56923153	56934405	NA	1019
SDS	12	113392445	113403887	NA	1450
SDSL	12	113422389	113438276	NA	1450
SEBOX	17	28364267	28365151	NA	801
SEC11A	15	84669536	84716460	NA	153
SEC11C	18	59139856	59158837	NA	1036
SEC13	3	10300928	10321188	NA	663
SEC14L1	17	77088642	77217099	NA	146
SEC14L1P1	11	43897302	43899874	NA	919
SEC14L2	22	30396940	30425303	NA	12
SEC14L3	22	30459228	30472047	NA	817
SEC14L4	22	30488905	30505711	NA	817
SEC14L5	16	4958316	5019155	NA	77
SEC14L6	22	30524929	30546682	NA	102
SEC16A	9	136440095	136483759	NA	203
SEC16B	1	177929106	177970213	NA	1942
SEC1P	19	48638038	48682245	NA	956
SEC22A	3	123201926	123274135	NA	1525
SEC22B	1	120155941	120176521	NA	1501
SEC22C	3	42547966	42601080	NA	909
SEC23A	14	39031918	39103233	NA	110
SEC23B	20	18507543	18561415	NA	726
SEC23IP	10	119892572	119944658	NA	187
SEC24A	5	134648784	134727911	NA	1612
SEC24B	4	109433771	109540459	NA	177
SEC24C	10	73744372	73772175	NA	1147
SEC24D	4	118722822	118836171	NA	186
SEC31A	4	82818660	82891280	NA	18
SEC31B	10	100486645	100519838	NA	1351
SEC61A1	3	128052368	128071683	NA	195
SEC61A2	10	12129640	12169958	NA	677
SEC61B	9	99222287	99230619	NA	1342
SEC61G	7	54752246	54759246	NA	1002
SEC62	3	169966791	169998373	NA	1881
SEC63	6	107867755	107958278	NA	175
SECISBP2	9	89318472	89359663	NA	1266
SECISBP2L	15	48988638	49046563	NA	119
SECTM1	17	82321023	82334045	NA	1213
SEH1L	18	12947983	12987536	NA	85
SEL1L	14	81471546	81533861	NA	150
SEL1L2	20	13849397	13995333	NA	86
SEL1L3	4	25747426	25863595	NA	97
SELE	1	169722639	169734079	NA	1879
SELENBP1	1	151364301	151372734	NA	1739
SELI	2	26346168	26391013	NA	786
SELK	3	53885198	53891962	NA	996
SELL	1	169690664	169711702	NA	1879
SELM	22	31104776	31107565	NA	822
SELO	22	50200978	50217616	NA	968
SELP	1	169588849	169630139	NA	234
SELPLG	12	108621903	108633894	NA	1413
SELS	15	101271020	101277446	NA	1357
SELT	3	150603278	150630447	NA	1734
SELV	19	39515112	39520686	NA	886
SEMA3A	7	83958342	84194901	NA	153
SEMA3B	3	50267557	50277171	NA	968
SEMA3C	7	80742537	80919351	NA	150
SEMA3D	7	84995555	85121931	NA	1233
SEMA3E	7	83363903	83649163	NA	152
SEMA3F	3	50155414	50189075	NA	967
SEMA3G	3	52433251	52445027	NA	985
SEMA4A	1	156149943	156177751	NA	1776
SEMA4B	15	90184919	90229660	NA	1273
SEMA4C	2	96859735	96869998	NA	165
SEMA4D	9	89360790	89479696	NA	158
SEMA4F	2	74654227	74683854	NA	1154
SEMA4G	10	100969522	100985616	NA	1355
SEMA5A	5	9035025	9546121	NA	10
SEMA5B	3	122909192	123028605	NA	190
SEMA6A	5	116443554	116574926	NA	1473
SEMA6B	19	4542587	4559759	NA	619
SEMA6C	1	151131686	151146664	NA	1738
SEMA6D	15	47184205	47774223	NA	14
SEMA7A	15	74409288	74433958	NA	1152
SEMG1	20	45206996	45209773	NA	929
SEMG2	20	45221368	45224458	NA	930
SENCR	11	128691671	128696023	NA	1566
SENP1	12	48042897	48106308	NA	118
SENP2	3	185586242	185631097	NA	31
SENP3	17	7561991	7571969	NA	642
SENP3-EIF4A1	17	7561991	7579006	NA	642
SENP5	3	196867855	196934713	NA	260
SENP6	6	75601508	75718285	NA	145
SENP7	3	101324188	101513241	NA	169
SENP8	15	72114257	72140970	NA	1135
SEP15	1	86862444	86914424	NA	155
SEPHS1	10	13317437	13348298	NA	686
SEPHS2	16	30443624	30445975	NA	817
SEPN1	1	25800175	25818222	NA	781
SEPP1	5	42799879	42811922	NA	911
SEPSECS	4	25120004	25160582	NA	776
SEPT1	16	30378132	30382850	NA	816
SEPT10	2	109542796	109614206	NA	177
SEPT11	4	76949713	77038615	NA	1172
SEPT12	16	4777613	4788521	NA	621
SEPT14	7	55793543	55862789	NA	1010
SEPT2	2	241315186	241354026	NA	2426
SEPT3	22	41976926	41998221	NA	905
SEPT4	17	58520249	58540818	NA	1031
SEPT5	22	19714463	19723322	NA	735
SEPT5-GP1BB	22	19717219	19724774	NA	735
SEPT6	X	119615724	119693370	NA	187
SEPT7	7	35800985	35907105	NA	858
SEPT7P2	7	45723786	45769018	NA	116
SEPT7P9	10	38383069	38402852	NA	877
SEPT8	5	132750816	132777869	NA	199
SEPT9	17	77281409	77500596	NA	146
SEPW1	19	47778584	47784686	NA	949
SEPX1	16	1938232	1943189	NA	599
SERAC1	6	158109503	158168280	NA	1791
SERBP1	1	67407809	67430440	NA	1099
SERF1A	5	70025244	70918530	NA	140
SERF1B	5	70025250	70918524	NA	140
SERF2	15	43777095	43796089	NA	919
SERF2-C15ORF63	15	43791975	43802571	NA	919
SERGEF	11	17788049	18013162	NA	11
SERHL	22	42500578	42574270	NA	909
SERHL2	22	42553861	42574382	NA	909
SERINC1	6	122443347	122471807	NA	1519
SERINC2	1	31409564	31434680	NA	824
SERINC3	20	44496222	44522085	NA	924
SERINC4	15	43794173	43800097	NA	919
SERINC5	5	80111226	80256082	NA	149
SERP1	3	150541992	150546641	NA	1733
SERP2	13	44373841	44397714	NA	923
SERPINA1	14	94376746	94390692	NA	1305
SERPINA10	14	94283312	94293271	NA	1304
SERPINA11	14	94442463	94452785	NA	1305
SERPINA12	14	94487273	94517844	NA	163
SERPINA13	14	94640781	94645024	NA	1307
SERPINA13P	14	94640724	94646994	NA	1307
SERPINA2	14	94363637	94366702	NA	1304
SERPINA3	14	94612376	94624053	NA	1306
SERPINA4	14	94561419	94569913	NA	1306
SERPINA5	14	94581368	94593120	NA	1306
SERPINA6	14	94304247	94323351	NA	1304
SERPINA7	X	106033198	106038727	NA	1393
SERPINA9	14	94462720	94476333	NA	1305
SERPINB1	6	2832331	2842049	NA	606
SERPINB10	18	63915510	63935242	NA	1072
SERPINB11	18	63702303	63723893	NA	1071
SERPINB12	18	63556159	63569327	NA	1069
SERPINB13	18	63587299	63599199	NA	1070
SERPINB2	18	63887704	63903890	NA	1072
SERPINB3	18	63655196	63661963	NA	1070
SERPINB4	18	63637258	63644319	NA	1070
SERPINB5	18	63476910	63505085	NA	1069
SERPINB6	6	2948158	2972165	NA	607
SERPINB7	18	63753046	63805376	NA	1071
SERPINB8	18	63970028	63989374	NA	1073
SERPINB9	6	2887265	2903312	NA	607
SERPINB9P1	6	2854656	2876510	NA	606
SERPINC1	1	173903803	173917378	NA	1911
SERPIND1	22	20774094	20787720	NA	743
SERPINE1	7	101127088	101139266	NA	1356
SERPINE2	2	223975047	224039319	NA	286
SERPINE3	13	51341031	51362103	NA	976
SERPINF1	17	1761964	1777565	NA	598
SERPINF2	17	1742835	1755265	NA	598
