gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
TDP2	6	24758183	24775094	NA	96
TDRD1	10	115929018	115982053	NA	1469
TDRD10	1	152741318	152787247	NA	1750
TDRD12	19	37902518	37973554	NA	874
TDRD15	2	21200362	21220743	NA	746
TDRD3	13	59868591	60046014	NA	130
TDRD5	1	177827370	177927030	NA	242
TDRD6	6	46763570	46780015	NA	941
TDRD7	9	99214122	99298226	NA	167
TDRD9	14	103464569	103588757	NA	171
TDRG1	6	40454140	40455609	NA	893
TDRKH	1	149858524	150029634	NA	26
TDRP	8	429789	485781	NA	588
TEAD1	11	12652544	12922860	NA	85
TEAD2	19	54535666	54557526	NA	1001
TEAD3	6	35549351	35572839	NA	856
TEAD4	12	2938738	3020103	NA	75
TEC	4	47832556	47966571	NA	118
TECPR1	7	97682690	97719499	NA	1330
TECPR2	14	101899051	102038571	NA	170
TECR	19	14501378	14537792	NA	695
TECRL	4	64826771	64957773	NA	134
TECTA	11	120478584	120566725	NA	1504
TECTB	10	114033403	114054782	NA	1455
TEDDM1	1	180633874	180636374	NA	1963
TEF	22	40093282	40125278	NA	111
TEFM	17	26250126	26257412	NA	785
TEK	9	27099138	27220176	NA	98
TEKT1	17	6644023	6675784	NA	635
TEKT2	1	36322262	36326463	NA	862
TEKT3	17	15147853	15185683	NA	700
TEKT4	2	94900904	94906301	NA	1309
TEKT5	16	10628861	10696303	NA	666
TELO2	16	1483352	1500461	NA	596
TEN1	17	71486892	71508262	NA	1130
TEN1-CDK3	17	71486892	71513675	NA	1130
TENC1	12	51729946	51744423	NA	979
TENM1	X	123337436	123925347	NA	23
TENM2	5	166644420	167623740	NA	28
TENM3	4	183482130	183961171	NA	30
TENM4	11	78041975	78829343	NA	18
TEP1	14	19903665	19951419	NA	11
TEPP	16	56567839	56579518	NA	1016
TERC	3	170965091	170965542	NA	1889
TERF1	8	74083650	74122541	NA	1150
TERF2	16	67946964	67977392	NA	1103
TERF2IP	16	74239135	74248842	NA	1151
TERT	5	1306286	1348162	NA	74
TES	7	115637782	115686073	NA	1467
TESC	12	115961110	116021634	NA	183
TESK1	9	35595280	35600038	NA	856
TESK2	1	45582141	45729427	NA	116
TESPA1	12	53628353	53664797	NA	994
TESSP5	3	46758843	46761249	NA	941
TET1	10	69990122	70124245	NA	1119
TET2	4	106286480	106420409	NA	174
TET3	2	74067038	74188810	NA	1150
TEX10	9	102104177	102155080	NA	170
TEX101	19	48584602	48614607	NA	955
TEX11	X	69665514	70045292	NA	139
TEX12	11	111543304	111548489	NA	1436
TEX13A	X	104350266	104352033	NA	1381
TEX13B	X	107110749	107112256	NA	1402
TEX14	17	53989036	54124415	NA	124
TEX15	8	30808601	30826150	NA	820
TEX19	17	77910411	77914941	NA	1179
TEX2	17	59578524	59694415	NA	129
TEX21P	14	63881943	63884082	NA	1072
TEX22	14	104935964	104951241	NA	1385
TEX26	13	30404833	30447153	NA	12
TEX261	2	71066575	71075509	NA	1127
TEX264	3	51680230	51713379	NA	979
TEX28	X	153152123	153176758	NA	1753
TEX29	13	110766532	110794595	NA	1430
TEX30	13	102216238	102224172	NA	1364
TEX33	22	35717105	35733823	NA	857
TEX35	1	176748834	176759258	NA	1933
TEX36	10	127334252	127361703	NA	1556
TEX37	2	88605283	88610218	NA	1261
TEX38	1	46910091	46911843	NA	942
TEX40	11	63824438	63828815	NA	1071
TEX41	2	145142003	145550761	NA	211
TEX43	5	125995312	125999873	NA	1546
TEX9	15	54444913	54525487	NA	1000
TF	3	134947666	134980540	NA	1614
TFAM	10	59814908	59828996	NA	1041
TFAMP1	7	1620631	1622854	NA	597
TFAP2A	6	10504901	10527783	NA	665
TFAP2B	6	50894397	50923285	NA	973
TFAP2C	20	54637764	54647745	NA	1001
TFAP2D	6	50789215	50848705	NA	972
TFAP2E	1	35811557	35833514	NA	858
TFAP4	16	4247187	4263002	NA	617
TFB1M	6	155618955	155677309	NA	1772
TFB2M	1	244770485	244796188	NA	2452
TFCP2	12	49773805	49853193	NA	120
TFCP2L1	2	121690633	121759248	NA	1513
TFDP1	13	113287003	113343789	NA	1449
TFDP2	3	143145959	143351076	NA	1677
TFDP3	X	132178362	132180042	NA	1593
TFE3	X	48771180	48787987	NA	957
TFEB	6	41759693	41811975	NA	903
TFEC	7	115362437	115458103	NA	1465
TFF1	21	42655459	42659713	NA	910
TFF2	21	42639535	42644277	NA	910
TFF3	21	42604845	42608775	NA	910
TFG	3	101910823	101950501	NA	1362
TFIP11	22	25217894	25238437	NA	777
TFPI	2	188037202	188127464	NA	252
TFPI2	7	93352644	93358239	NA	1297
TFPT	19	59302131	59310867	NA	1037
TFR2	7	100055974	100077109	NA	1348
TFRC	3	197260551	197293429	NA	261
TG	8	133948386	134216325	NA	200
TGDS	13	94024308	94046530	NA	1302
TGFA	2	70527919	70634655	NA	1123
TGFA-IT1	2	70548024	70562280	NA	1123
TGFB1	19	46528275	46551678	NA	117
TGFB1I1	16	31390976	31396782	NA	824
TGFB2	1	216585298	216684584	NA	279
TGFB2-OT1	1	216682590	216683960	NA	2238
TGFB3	14	75494192	75518118	NA	1161
TGFBI	5	135392482	135427406	NA	202
TGFBR1	9	100907191	100956294	NA	169
TGFBR2	3	30622997	30710637	NA	102
TGFBR3	1	91918487	92144147	NA	160
TGFBR3L	19	7887031	7889980	NA	645
TGFBRAP1	2	105247278	105312603	NA	173
TGIF1	18	3401924	3448406	NA	611
TGIF2	20	34635289	34655769	NA	849
TGIF2-C20orf24	20	34636370	34674374	NA	849
TGIF2LX	X	89063595	89064538	NA	1264
TGIF2LY	Y	3507125	3508082	NA	611
TGM1	14	23788159	23802256	NA	766
TGM2	20	36190277	36227114	NA	861
TGM3	20	2224612	2269725	NA	75
TGM4	3	44891101	44931092	NA	927
TGM5	15	41312084	41346347	NA	900
TGM6	20	2309553	2361399	NA	75
TGM7	15	41355770	41381745	NA	900
TGOLN2	2	85392304	85408930	NA	1236
TGS1	8	56848344	56900559	NA	127
TH	11	2141734	2149683	NA	601
TH1L	20	56989721	57003563	NA	1019
THADA	2	43311478	43676689	NA	114
THAP1	8	42810973	42817631	NA	911
THAP10	15	68960734	68971826	NA	1111
THAP11	16	66433713	66435599	NA	1091
THAP2	12	70343943	70360695	NA	1121
THAP3	1	6607511	6618233	NA	635
THAP4	2	242172492	242225398	NA	37
THAP5	7	107989823	107997448	NA	1408
THAP6	4	76658677	76674260	NA	1169
THAP7	22	19684060	19686404	NA	735
THAP8	19	41217726	41237504	NA	899
THAP9	4	84040860	84060308	NA	1226
THBD	20	22974269	22978301	NA	760
THBS1	15	37660571	37678411	NA	872
THBS2	6	169357799	169396134	NA	1877
THBS3	1	153432002	153444396	NA	1755
THBS4	5	79322874	79414863	NA	1190
THEG	19	313056	327013	NA	587
THEG5	19	36770934	36776296	NA	865
THEGL	4	57091531	57164246	NA	127
THEM2	6	24775390	24809921	NA	774
THEM4	1	150109966	150148985	NA	1730
THEM5	1	150086200	150092797	NA	1730
THEM6	8	143805622	143815352	NA	1682
THEMIS	6	128071031	128281469	NA	195
THEMIS2	1	28071640	28085783	NA	799
THG1L	5	157090900	157099353	NA	1783
THNSL1	10	25345513	25355599	NA	778
THNSL2	2	88250928	88267271	NA	1258
THOC1	18	204519	258059	NA	586
THOC2	X	122562092	122694585	NA	23
THOC3	5	175319139	177243875	NA	1937
THOC4	17	77439015	77442758	NA	1175
THOC5	22	28234155	28279736	NA	800
THOC6	16	3014032	3017757	NA	75
THOC7	3	63794585	63824639	NA	1071
THOP1	19	2736505	2764599	NA	75
THPO	3	185572416	185580170	NA	2000
THRA	17	35471971	35503646	NA	855
THRA1/BTR	17	43726707	43740190	NA	918
THRAP3	1	36462603	36543544	NA	863
THRB	3	24133648	24511317	NA	96
THRIL	12	124075941	124077922	NA	1531
THRSP	11	77452554	77457051	NA	1175
THSD1	13	51849303	51878630	NA	980
THSD4	15	69220841	69862776	NA	139
THSD7A	7	11376586	11838349	NA	10
THSD7B	2	137464931	138151757	NA	204
THTPA	14	23050808	23098630	NA	761
THUMPD1	16	20652489	20660787	NA	742
THUMPD2	2	39816703	39859920	NA	13
THUMPD3	3	9379716	9403475	NA	656
THY1	11	118793864	118799456	NA	1491
THYN1	11	133623382	133628470	NA	1604
TIA1	2	70290079	70329283	NA	1121
TIAF1	17	24424664	24426753	NA	771
TIAL1	10	121322967	121346531	NA	1510
TIAM1	21	31412606	31853161	NA	12
TIAM2	6	155453114	155620549	NA	221
TICAM1	19	4766935	4782754	NA	621
TICAM2	5	114942091	114966075	NA	182
TICRR	15	87919821	87972257	NA	156
TIE1	1	43539152	43561368	NA	917
TIFA	4	113416230	113426508	NA	1450
TIFAB	5	134812456	134815988	NA	1613
TIGAR	12	4300619	4339451	NA	77
TIGD1	2	233120923	233123544	NA	2363
TIGD2	4	90252990	90255075	NA	1273
TIGD3	11	64878857	64881658	NA	134
TIGD4	4	153909955	153920366	NA	1759
TIGD5	8	144751216	144753628	NA	1689
TIGD6	5	149352878	149360923	NA	1724
TIGD7	16	3288808	3295440	NA	610
TIGIT	3	115495522	115511825	NA	1466
TIMD4	5	156278870	156322844	NA	1777
TIMELESS	12	55096423	55129467	NA	1005
TIMM10	11	57052511	57054808	NA	1020
TIMM10B	11	6459252	6462487	NA	634
TIMM13	19	2376621	2378914	NA	603
TIMM17A	1	200191241	200206412	NA	2112
TIMM17B	X	48635673	48640370	NA	956
TIMM21	18	69966725	69977184	NA	1118
TIMM22	17	847106	852140	NA	591
TIMM23	10	51262085	51293392	NA	976
TIMM23B	10	51041384	51404616	NA	15
TIMM44	19	7897602	7914708	NA	645
TIMM50	19	44662891	44673368	NA	925
TIMM8A	X	100487299	100490613	NA	1351
TIMM8B	11	111460745	111462732	NA	1435
TIMM9	14	57944964	57964085	NA	1027
TIMMDC1	3	120700057	120725815	NA	188
TIMP1	X	47326633	47331134	NA	946
TIMP2	17	74360653	74433067	NA	1152
TIMP3	22	31526801	31589028	NA	825
TIMP4	3	12169567	12175851	NA	677
TINAG	6	54281161	54362909	NA	999
TINAGL1	1	31814672	31825874	NA	827
TINCR	19	5509177	5519045	NA	627
TINF2	14	23778690	23781720	NA	766
TINP1	5	74098828	74108380	NA	1150
TIPARP	3	157874898	157907251	NA	1789
TIPIN	15	64416061	64436108	NA	1076
TIPRL	1	166414706	166437975	NA	1854
TIRAP	11	125658191	125670038	NA	1543
TISP43	2	131010612	131058204	NA	1584
TJAP1	6	43553238	43582272	NA	917
TJP1	15	27778862	28048294	NA	99
TJP2	9	70925999	71059944	NA	140
TJP3	19	3659334	3701811	NA	613
TK1	17	73681754	73694880	NA	1147
TK2	16	65099406	65141816	NA	1081
TKFC	11	60857229	60872807	NA	1049
TKT	3	53233762	53265170	NA	991
TKTL1	X	153177220	153211907	NA	1753
TKTL2	4	164611696	164614497	NA	1840
TLCD1	17	24075492	24078076	NA	768
TLCD2	17	1552833	1560412	NA	596
TLDC1	16	83067466	83095789	NA	1218
TLDC2	20	34937937	34956048	NA	851
TLE1	9	83388417	83494270	NA	152
TLE2	19	2948635	2998633	NA	607
TLE3	15	68127183	68177310	NA	17
TLE4	9	81376507	81531616	NA	150
TLE6	19	2928535	2946182	NA	607
TLK1	2	171555578	171796070	NA	236
TLK2	17	57910117	58046573	NA	128
TLL1	4	167013859	167245059	NA	232
TLL2	10	98114352	98263673	NA	166
TLN1	9	35687333	35722392	NA	857
TLN2	15	60726801	60923882	NA	16
TLR1	4	38474270	38482807	NA	878
TLR10	4	38450254	38461006	NA	878
TLR2	4	154824890	154846692	NA	1766
TLR3	4	187227302	187243246	NA	2013
TLR4	9	119506273	119519590	NA	1496
TLR5	1	221349370	221383247	NA	2273
TLR6	4	38501723	38534833	NA	878
TLR7	X	12795122	12818401	NA	682
TLR8	X	12834659	12851209	NA	85
TLR9	3	52230135	52235219	NA	983
TLX1	10	102881050	102887536	NA	1369
TLX1NB	10	102839067	102891013	NA	1369
TLX2	2	74595103	74597783	NA	1154
TLX3	5	170668892	170671743	NA	1887
TM2D1	1	61919305	61963683	NA	1057
TM2D2	8	38965483	38973198	NA	882
TM2D3	15	99990702	100010117	NA	168
TM4SF1	3	150569494	150578258	NA	1733
TM4SF18	3	150518974	150534238	NA	1733
TM4SF19	3	197534813	197549688	NA	2092
TM4SF19-TCTEX1D2	3	197527352	197549688	NA	2092
TM4SF20	2	227935117	227952266	NA	2324
TM4SF4	3	150675057	150703871	NA	1734
TM4SF5	17	4621935	4633253	NA	620
TM6SF1	15	81567327	81597115	NA	1207
TM6SF2	19	19115773	19245074	NA	91
TM7SF2	11	64635901	64640283	NA	1078
TM7SF3	12	27015772	27058606	NA	791
TM7SF4	8	105421229	105437761	NA	1389
TM9SF1	14	23728188	23734782	NA	766
TM9SF2	13	98951628	99014303	NA	167
TM9SF3	10	98267856	98336799	NA	166
TM9SF4	20	30160969	30218722	NA	815
TMA16	4	164635122	164661141	NA	1841
TMA7	3	48456689	48460541	NA	954
TMBIM1	2	218847160	218865524	NA	2254
TMBIM4	12	64816982	64850119	NA	1079
TMBIM6	12	48421559	48444984	NA	954
TMC1	9	74326536	74641087	NA	144
TMC2	20	2465252	2570430	NA	75
TMC3	15	79411607	79453514	NA	148
TMC4	19	59355645	59368756	NA	1037
TMC5	16	19329361	19417935	NA	91
TMC6	17	73620593	73640083	NA	1146
TMC7	16	18902756	18982763	NA	729
TMC8	17	73638453	73650644	NA	1146
TMCC1	3	130849324	131095109	NA	24
TMCC2	1	203463660	203509094	NA	2137
TMCC3	12	93485030	93568469	NA	1298
TMCO1	1	163960151	164004783	NA	229
TMCO2	1	40486159	40489952	NA	893
TMCO3	13	113193308	113252545	NA	22
TMCO4	1	19881292	19998997	NA	11
TMCO5A	15	36014099	36030915	NA	859
TMCO5B	15	31315968	31327048	NA	102
TMCO6	5	139999195	140005177	NA	1653
TMED1	19	10803742	10807983	NA	667
TMED10	14	74667923	74713102	NA	144
TMED10P1	8	146191054	146195087	NA	1700
TMED11P	4	1098984	1106952	NA	593
TMED2	12	122635028	122648641	NA	1520
TMED3	15	77390458	77464116	NA	1175
TMED4	7	44584018	44588419	NA	925
TMED5	1	93387886	93418834	NA	1297
TMED6	16	67934649	67943213	NA	1103
TMED7	5	114976803	114989775	NA	1462
TMED7-TICAM2	5	114942091	114989775	NA	182
TMED8	14	76877844	76913205	NA	1171
TMED9	5	176951818	176955705	NA	1935
TMEFF1	9	102275340	102379739	NA	170
TMEFF2	2	192522017	192767904	NA	256
TMEM100	17	51151986	51164481	NA	975
TMEM101	17	39444081	39456045	NA	885
TMEM102	17	7279485	7281722	NA	640
TMEM104	17	70284216	70347517	NA	1121
TMEM105	17	76899666	76919069	NA	1171
TMEM106A	17	38719371	38727583	NA	880
TMEM106B	7	12217372	12243415	NA	678
TMEM106C	12	46643596	46648928	NA	940
TMEM107	17	8017020	8020439	NA	646
TMEM108	3	134239821	134599309	NA	201
TMEM109	11	60437946	60447491	NA	1046
TMEM11	17	21041854	21058500	NA	745
TMEM110	3	52845811	52906637	NA	988
TMEM110-MUSTN1	3	52842170	52906637	NA	988
TMEM111	3	9980650	10003507	NA	661
TMEM114	16	8516551	8562227	NA	650
TMEM115	3	50367183	50371943	NA	969
TMEM116	12	110853469	110935406	NA	178
TMEM117	12	42515930	43069812	NA	14
TMEM119	12	107507750	107516023	NA	1405
TMEM120A	7	75454090	75461928	NA	1160
TMEM120B	12	120635040	120704357	NA	1505
TMEM121	14	105063997	105067584	NA	1386
TMEM123	11	101772265	101828985	NA	1361
TMEM125	1	43508251	43512260	NA	916
TMEM126A	11	85036610	85045245	NA	1233
TMEM126B	11	85017264	85025231	NA	1233
TMEM127	2	96279672	96295478	NA	1319
TMEM128	4	4288169	4300870	NA	617
TMEM129	4	1687476	1692882	NA	597
TMEM130	7	98282046	98305609	NA	166
TMEM131	2	97739232	97978786	NA	166
TMEM132A	11	60448488	60461207	NA	1046
TMEM132B	12	124377114	124712876	NA	1536
TMEM132C	12	127317900	127758413	NA	194
TMEM132D	12	128122223	128954165	NA	195
TMEM132E	17	29931880	29990450	NA	813
TMEM133	11	100368020	100369876	NA	1350
TMEM134	11	66988394	66993324	NA	1096
TMEM135	11	86426533	86717524	NA	155
TMEM136	11	119701047	119709598	NA	1498
TMEM138	11	60886048	60893551	NA	1049
TMEM139	7	142692113	142695264	NA	1673
TMEM140	7	134483305	134501507	NA	1611
TMEM141	9	138805597	138807590	NA	1644
TMEM143	19	53527424	53559306	NA	993
TMEM144	4	159350850	159395889	NA	3
TMEM145	19	47509316	47521054	NA	947
TMEM146	19	5671706	5729742	NA	628
TMEM147	19	40728341	40730269	NA	895
TMEM148	16	83874064	83879186	NA	1224
TMEM149	19	40921997	40925152	NA	897
TMEM14A	6	52643842	52659344	NA	986
TMEM14B	6	10855977	10867992	NA	667
TMEM14C	6	10831133	10839348	NA	667
TMEM14E	3	153540176	153541469	NA	1756
TMEM150	2	85679182	85683293	NA	1238
TMEM150A	2	85679180	85683333	NA	1238
TMEM150B	19	60515980	60528520	NA	1046
TMEM150C	4	83624627	83702150	NA	1223
TMEM151A	11	65815916	65820711	NA	1087
TMEM151B	6	44346457	44355160	NA	923
TMEM154	4	153766715	153820767	NA	1758
TMEM155	4	122899534	122905790	NA	1522
TMEM156	4	38644760	38710436	NA	109
TMEM158	3	45240959	45242818	NA	930
TMEM159	16	21077198	21099438	NA	745
TMEM160	19	52241006	52243728	NA	983
TMEM161A	19	19091424	19110310	NA	730
TMEM161B	5	87521205	87600452	NA	156
TMEM163	2	134929799	135193041	NA	201
TMEM164	X	109132518	109307672	NA	177
TMEM165	4	55956836	55987099	NA	126
TMEM167A	5	82384420	82409028	NA	1213
TMEM167B	1	109433947	109441079	NA	1419
TMEM168	7	112189672	112217714	NA	22
TMEM169	2	216654833	216675751	NA	279
TMEM17	2	62580859	62587108	NA	1062
TMEM170A	16	74034642	74056136	NA	143
TMEM170B	6	11646445	11691743	NA	84
TMEM171	5	72452143	72463400	NA	1137
TMEM173	5	138835296	138842559	NA	1644
TMEM174	5	72499829	72506726	NA	1138
TMEM175	4	916174	942443	NA	73
TMEM176A	7	150128773	150133141	NA	1730
TMEM176B	7	150119308	150129381	NA	1730
TMEM177	2	120153212	120156164	NA	1501
TMEM178	2	39746596	39798607	NA	888
TMEM178A	2	39746141	39798607	NA	888
TMEM178B	7	140420500	140826648	NA	25
TMEM179	14	104128245	104142142	NA	1379
TMEM179B	11	62311449	62314448	NA	1060
TMEM18	2	657972	667439	NA	590
TMEM180	10	104211159	104226792	NA	1380
TMEM181	6	158877455	158976455	NA	1797
TMEM182	2	102744921	102800570	NA	21
TMEM183A	1	201243146	201259820	NA	2120
TMEM183B	1	201243158	201259291	NA	2120
TMEM184A	7	1548396	1562592	NA	596
TMEM184B	22	36945243	36998986	NA	108
TMEM184C	4	148757986	148812645	NA	214
TMEM185A	X	148486014	148521375	NA	214
TMEM185B	2	120691516	120697454	NA	1505
TMEM186	16	8796537	8799006	NA	652
TMEM187	X	152891184	152901840	NA	1751
TMEM188	16	48616689	48628500	NA	119
TMEM189	20	48173680	48203742	NA	952
TMEM189-UBE2V1	20	48131067	48203742	NA	952
TMEM19	12	70366144	70384106	NA	1121
TMEM190	19	60580015	60581424	NA	1047
TMEM191A	22	19385401	19388891	NA	732
TMEM191B	22	18757668	18760440	NA	728
TMEM191C	22	20151458	20154224	NA	738
TMEM192	4	166216679	166253474	NA	1853
TMEM194A	12	55735692	55758841	NA	1010
TMEM194B	2	191079863	191107713	NA	255
TMEM195	7	15207352	15568100	NA	87
TMEM196	7	19725462	19779741	NA	735
TMEM198	2	220116628	220123561	NA	2264
TMEM198B	12	54509658	54516297	NA	1000
TMEM199	17	23708730	23714832	NA	765
TMEM2	9	73488101	73573620	NA	143
TMEM20	10	95643748	95651321	NA	1314
TMEM200A	6	130729118	130806202	NA	1582
TMEM200B	1	29318523	29323008	NA	808
TMEM200C	18	5880183	5882103	NA	629
TMEM201	1	9571518	9597522	NA	658
TMEM202	15	70477721	70487762	NA	1122
TMEM203	9	139218355	139219922	NA	1647
TMEM204	16	1518742	1545582	NA	596
TMEM205	19	11314451	11317981	NA	671
TMEM206	1	210604438	210654890	NA	273
TMEM207	3	191629139	191650359	NA	2047
TMEM208	16	65818516	65820683	NA	1087
TMEM209	7	129591788	129632574	NA	196
TMEM210	9	139185200	139186319	NA	1646
TMEM211	22	23661207	23665314	NA	765
TMEM212	3	173043832	173059802	NA	1905
TMEM213	7	138133236	138141309	NA	1638
TMEM214	2	27109277	27118069	NA	791
TMEM215	9	32773496	32779199	NA	835
TMEM216	11	60916407	60922911	NA	1049
TMEM217	6	37287931	37333909	NA	869
TMEM218	11	124469476	124486869	NA	1534
TMEM219	16	29859706	29891874	NA	101
TMEM22	3	138020615	138057420	NA	1638
TMEM220	17	10557363	10574371	NA	665
TMEM221	19	17407317	17420376	NA	717
TMEM222	1	27521222	27535478	NA	99
TMEM223	11	62314362	62316069	NA	1060
TMEM224	19	60515980	60528481	NA	1046
TMEM225	11	123258842	123261559	NA	1525
TMEM229A	7	123458205	123460759	NA	1526
TMEM229B	14	67006735	67051774	NA	1096
TMEM230	20	5028483	5041733	NA	623
TMEM231	16	74129515	74147685	NA	1150
TMEM232	5	109783096	110090349	NA	177
TMEM233	12	118515646	118563746	NA	1489
TMEM234	1	32454384	32460513	NA	832
TMEM235	17	73738985	73748663	NA	1147
TMEM236	10	17834265	18129860	NA	90
TMEM237	2	202193151	202216497	NA	2127
TMEM238	19	60582423	60587439	NA	1047
TMEM239	20	2744975	2745804	NA	605
TMEM240	1	1460020	1465603	NA	596
TMEM241	18	19129976	19271923	NA	91
TMEM243	7	86663413	86686967	NA	1246
TMEM244	6	130194081	130224109	NA	1578
TMEM245	9	110817235	110922046	NA	178
TMEM246	9	103275260	103289324	NA	171
TMEM247	2	46560207	46565068	NA	940
TMEM248	7	66023637	66060973	NA	16
TMEM249	8	145547693	145550077	NA	1695
TMEM25	11	117907012	117922523	NA	1484
TMEM251	14	92721048	92723184	NA	1292
TMEM252	9	70341317	70345603	NA	1121
TMEM253	14	20636935	20641723	NA	742
TMEM254	10	81828381	81842287	NA	1209
TMEM255A	X	119276532	119329419	NA	1495
TMEM255B	13	113599043	113651873	NA	181
TMEM256	17	7247016	7248174	NA	640
TMEM256-PLSCR3	17	7233770	7248174	NA	640
TMEM257	X	144716619	144719062	NA	1689
TMEM258	11	61313177	61316661	NA	1052
TMEM259	19	960649	972141	NA	592
TMEM26	10	62836406	62883214	NA	1064
TMEM260	14	56116263	56185985	NA	1013
TMEM261	9	7786490	7789799	NA	644
TMEM262	11	64612419	64613157	NA	1077
TMEM263	12	105873673	105891943	NA	1392
TMEM265	16	30659012	30664018	NA	818
TMEM27	X	15555359	15593075	NA	703
TMEM30A	6	76019357	76051352	NA	145
TMEM30B	14	60813841	60818283	NA	16
TMEM30C	3	101387357	101395720	NA	1358
TMEM31	X	102852492	102855616	NA	1369
TMEM33	4	41631893	41657581	NA	902
TMEM35	X	100220491	100238011	NA	1349
TMEM37	2	119905915	119912566	NA	1499
TMEM38A	19	16632937	16660816	NA	88
TMEM38B	9	107496626	107578713	NA	1405
TMEM39A	3	120630496	120665219	NA	1505
TMEM39B	1	32311089	32341054	NA	831
TMEM40	3	12750028	12785956	NA	682
TMEM41A	3	186690082	186699539	NA	2009
TMEM41B	11	9258777	9292891	NA	655
TMEM42	3	44878404	44882163	NA	927
TMEM43	3	14141440	14160181	NA	86
TMEM44	3	195789690	195835439	NA	259
TMEM45A	3	101694152	101778975	NA	1361
TMEM45B	11	129190950	129235108	NA	1570
TMEM47	X	34555101	34585326	NA	848
TMEM48	1	54005975	54076763	NA	997
TMEM49	17	55139793	55272488	NA	125
TMEM5	12	62459849	62489605	NA	1061
TMEM50A	1	25537375	25561439	NA	97
TMEM50B	21	33726662	33774186	NA	842
TMEM51	1	15351614	15419561	NA	702
TMEM52	1	1838888	1840600	NA	599
TMEM52B	12	10214464	10235670	NA	82
TMEM53	1	44891505	44912867	NA	927
TMEM54	1	33132782	33139577	NA	837
TMEM55A	8	92075674	92122379	NA	1287
TMEM55B	14	19995851	19999611	NA	737
TMEM56	1	95330660	95435749	NA	20
TMEM56-RWDD3	1	95356066	95483097	NA	20
TMEM57	1	25629935	25699285	NA	97
TMEM59	1	54264941	54291834	NA	999
TMEM59L	19	18584681	18592849	NA	726
TMEM60	7	77260980	77265683	NA	1174
TMEM61	1	55218924	55230554	NA	1006
TMEM62	15	41213013	41264633	NA	899
TMEM63A	1	224099855	224137043	NA	286
TMEM63B	6	44203353	44231234	NA	922
TMEM63C	14	76717854	76795591	NA	1170
TMEM64	8	91703398	91727309	NA	1284
TMEM65	8	125392339	125454121	NA	192
TMEM66	8	30040150	30060095	NA	814
TMEM67	8	94836247	94900638	NA	163
TMEM68	8	56813856	56848520	NA	1018
TMEM69	1	45926433	45932697	NA	935
TMEM70	8	75050930	75057572	NA	1157
TMEM71	8	133791373	133842096	NA	200
TMEM72	10	44726769	44752464	NA	926
TMEM74	8	109864521	109869020	NA	1423
TMEM74B	20	1109204	1114077	NA	593
TMEM75	8	129027986	129030151	NA	1569
TMEM77	1	111462051	111484242	NA	1435
TMEM79	1	154519327	154528858	NA	1763
TMEM8	16	361865	371842	NA	587
TMEM80	11	685590	695028	NA	590
TMEM81	1	203318879	203320211	NA	2136
TMEM82	1	15941573	15946879	NA	706
TMEM85	15	32304524	32309644	NA	831
TMEM86A	11	18676857	18682908	NA	727
TMEM86B	19	60429813	60432444	NA	1046
TMEM87A	15	40289941	40353074	NA	892
TMEM87B	2	112529270	112593366	NA	180
TMEM88	17	7699108	7700142	NA	643
TMEM88B	1	1351370	1353030	NA	595
TMEM89	3	48633195	48634292	NA	956
TMEM8A	16	360776	371951	NA	587
TMEM8B	9	35819221	35844844	NA	858
TMEM8C	9	135369528	135379889	NA	1617
TMEM9	1	199370521	199407333	NA	2106
TMEM91	19	46561710	46581827	NA	940
TMEM92	17	45703765	45713845	NA	933
TMEM93	17	3518857	3519708	NA	611
TMEM95	17	7199220	7201262	NA	639
TMEM97	17	23670247	23679838	NA	765
TMEM98	17	28279040	28292780	NA	800
TMEM99	17	36228869	36246052	NA	861
TMEM9B	11	8925323	8943134	NA	653
TMF1	3	69151667	69184174	NA	1112
TMIE	3	46717826	46727417	NA	941
TMIGD1	17	25667491	25685191	NA	780
TMIGD2	19	4243224	4253428	NA	617
TMIGD3	1	111827492	111908148	NA	1438
TMLHE	X	154371866	154495816	NA	220
TMOD1	9	99303282	99403846	NA	167
TMOD2	15	49831049	49895850	NA	965
TMOD3	15	49909116	49991623	NA	120
TMOD4	1	149409086	149415171	NA	1724
TMPO	12	97433481	97468288	NA	1328
TMPPE	3	33106911	33113297	NA	837
TMPRSS11A	4	68458613	68511827	NA	1107
TMPRSS11B	4	68774965	68794007	NA	1109
TMPRSS11BNL	4	68732441	68766393	NA	1109
TMPRSS11D	4	68369188	68432311	NA	138
TMPRSS11E	4	68995761	69515259	NA	139
TMPRSS11F	4	68601510	68678182	NA	1108
TMPRSS11GP	4	68540124	68545752	NA	1107
TMPRSS12	12	49522967	49567930	NA	120
TMPRSS13	11	117276565	117305378	NA	1479
TMPRSS15	21	18563303	18697841	NA	90
TMPRSS2	21	41758347	41801955	NA	903
TMPRSS3	21	42665064	42690024	NA	910
TMPRSS4	11	117452936	117495766	NA	1481
TMPRSS5	11	113063477	113082305	NA	1447
TMPRSS6	22	35791421	35835549	NA	858
TMPRSS7	3	113241154	113282806	NA	22
TMPRSS9	19	2340783	2377086	NA	75
TMSB10	2	84986273	84987310	NA	1233
TMSB15A	X	101655259	101658355	NA	1360
TMSB15B	X	103103855	103107219	NA	1371
