NCIT:C3262	Neoplasm
NCIT:C8700	Stage IV T Lymphoblastic Leukemia/Lymphoma
NCIT:C3208	Lymphoma
NCIT:C27268	Lymphoma by Stage
NCIT:C141139	Lymphoma by Ann Arbor Stage
NCIT:C141140	Non-Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C141235	Adult Non-Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C8102	Ann Arbor Stage I Adult Non-Hodgkin Lymphoma
NCIT:C8464	Ann Arbor Stage I Indolent Adult Non-Hodgkin Lymphoma
NCIT:C9252	Ann Arbor Stage I Aggressive Adult Non-Hodgkin Lymphoma
NCIT:C8079	Ann Arbor Stage I Adult Lymphoblastic Lymphoma
NCIT:C8103	Ann Arbor Stage II Adult Non-Hodgkin Lymphoma
NCIT:C68686	Ann Arbor Stage II Aggressive Adult Non-Hodgkin Lymphoma
NCIT:C8125	Ann Arbor Stage II Adult Lymphoblastic Lymphoma
NCIT:C68688	Ann Arbor Stage II Indolent Adult Non-Hodgkin Lymphoma
NCIT:C8104	Ann Arbor Stage III Adult Non-Hodgkin Lymphoma
NCIT:C8482	Ann Arbor Stage III Indolent Adult Non-Hodgkin Lymphoma
NCIT:C8484	Ann Arbor Stage III Aggressive Adult Non-Hodgkin Lymphoma
NCIT:C8138	Ann Arbor Stage III Adult Lymphoblastic Lymphoma
NCIT:C8105	Ann Arbor Stage IV Adult Non-Hodgkin Lymphoma
NCIT:C8485	Ann Arbor Stage IV Indolent Adult Non-Hodgkin Lymphoma
NCIT:C8487	Ann Arbor Stage IV Aggressive Adult Non-Hodgkin Lymphoma
NCIT:C8151	Ann Arbor Stage IV Adult Lymphoblastic Lymphoma
NCIT:C141236	Childhood Non-Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C94791	Ann Arbor Stage I Childhood Non-Hodgkin Lymphoma
NCIT:C9056	Ann Arbor Stage I Childhood Lymphoblastic Lymphoma
NCIT:C94792	Ann Arbor Stage II Childhood Non-Hodgkin Lymphoma
NCIT:C9057	Ann Arbor Stage II Childhood Lymphoblastic Lymphoma
NCIT:C94793	Ann Arbor Stage III Childhood Non-Hodgkin Lymphoma
NCIT:C9058	Ann Arbor Stage III Childhood Lymphoblastic Lymphoma
NCIT:C94794	Ann Arbor Stage IV Childhood Non-Hodgkin Lymphoma
NCIT:C9059	Ann Arbor Stage IV Childhood Lymphoblastic Lymphoma
NCIT:C8520	Ann Arbor Stage I Non-Hodgkin Lymphoma
NCIT:C8521	Ann Arbor Stage II Non-Hodgkin Lymphoma
NCIT:C171159	Ann Arbor Stage IIX (Bulky) Non-Hodgkin Lymphoma
NCIT:C8522	Ann Arbor Stage III Non-Hodgkin Lymphoma
NCIT:C8523	Ann Arbor Stage IV Non-Hodgkin Lymphoma
NCIT:C141141	Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C141222	Lymphocyte-Depleted Classic Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C3583	Ann Arbor Stage III Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C5064	Ann Arbor Stage I Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C5067	Ann Arbor Stage II Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C8651	Ann Arbor Stage IV Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C141223	Nodular Sclerosis Classic Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C5081	Ann Arbor Stage II Nodular Sclerosis Classic Hodgkin Lymphoma
NCIT:C8839	Ann Arbor Stage I Nodular Sclerosis Classic Hodgkin Lymphoma
NCIT:C141224	Mixed Cellularity Classic Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C3582	Ann Arbor Stage III Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C5077	Ann Arbor Stage II Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C8834	Ann Arbor Stage I Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C8835	Ann Arbor Stage IV Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C141225	Nodular Lymphocyte Predominant Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C5070	Ann Arbor Stage II Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C5634	Ann Arbor Stage I Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C7261	Ann Arbor Stage IV Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C7262	Ann Arbor Stage III Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C141226	Adult Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C9032	Ann Arbor Stage I Adult Hodgkin Lymphoma
NCIT:C9033	Ann Arbor Stage II Adult Hodgkin Lymphoma
NCIT:C9034	Ann Arbor Stage III Adult Hodgkin Lymphoma
NCIT:C9035	Ann Arbor Stage IV Adult Hodgkin Lymphoma
NCIT:C141227	Childhood Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C8055	Ann Arbor Stage II Childhood Hodgkin Lymphoma
NCIT:C8056	Ann Arbor Stage I Childhood Hodgkin Lymphoma
NCIT:C8057	Ann Arbor Stage III Childhood Hodgkin Lymphoma
NCIT:C8058	Ann Arbor Stage IV Childhood Hodgkin Lymphoma
NCIT:C3584	Ann Arbor Stage III Hodgkin Lymphoma
NCIT:C8517	Ann Arbor Stage I Hodgkin Lymphoma
NCIT:C8518	Ann Arbor Stage II Hodgkin Lymphoma
NCIT:C8519	Ann Arbor Stage IV Hodgkin Lymphoma
NCIT:C8318	Ann Arbor Stage I Lymphoma
NCIT:C8319	Ann Arbor Stage II Lymphoma
NCIT:C8320	Ann Arbor Stage III Lymphoma
NCIT:C8321	Ann Arbor Stage IV Lymphoma
NCIT:C141205	Lymphoma by AJCC v8 Stage
NCIT:C141202	Childhood Lymphoma by AJCC v8 Stage
NCIT:C27699	Virus-Related Lymphoma
NCIT:C27691	EBV-Related Lymphoma
NCIT:C27692	EBV-Related Hodgkin Lymphoma
NCIT:C27693	EBV-Related Non-Hodgkin Lymphoma
NCIT:C3211	Non-Hodgkin Lymphoma
NCIT:C121930	Primary Non-Hodgkin Lymphoma of Bone
NCIT:C27762	Helicobacter Pylori-Related Non-Hodgkin Lymphoma
NCIT:C7215	Non-Hodgkin Lymphoma by Clinical Course
NCIT:C68837	Favorable Non-Hodgkin Lymphoma
NCIT:C53280	Early Favorable Non-Hodgkin Lymphoma
NCIT:C68838	Unfavorable Non-Hodgkin Lymphoma
NCIT:C53282	Early Unfavorable Non-Hodgkin Lymphoma
NCIT:C7216	Non-Hodgkin Lymphoma with Variable Clinical Course
NCIT:C8504	Indolent Non-Hodgkin Lymphoma
NCIT:C8491	Indolent Adult Non-Hodgkin Lymphoma
NCIT:C9244	Aggressive Non-Hodgkin Lymphoma
NCIT:C8492	Aggressive Adult Non-Hodgkin Lymphoma
NCIT:C9361	Adult Lymphoblastic Lymphoma
NCIT:C7294	Splenic Non-Hodgkin Lymphoma
NCIT:C7704	Adult Non-Hodgkin Lymphoma
NCIT:C114784	Non-Hodgkin Lymphoma During Pregnancy
NCIT:C7706	Childhood Non-Hodgkin Lymphoma
NCIT:C9124	Childhood Lymphoblastic Lymphoma
NCIT:C9360	Lymphoblastic Lymphoma
NCIT:C7312	Splenic Lymphoblastic Lymphoma
NCIT:C37869	B-Cell Lymphoma, Unclassifiable, with Features Intermediate between Diffuse Large B-Cell Lymphoma and Classic Hodgkin Lymphoma
NCIT:C38661	Composite Lymphoma
NCIT:C4938	Localized Lymphoma
NCIT:C5165	Childhood Lymphoma
NCIT:C7714	Childhood Hodgkin Lymphoma
NCIT:C69142	Childhood Classic Hodgkin Lymphoma
NCIT:C7054	Childhood Lymphocyte-Rich Classic Hodgkin Lymphoma
NCIT:C8061	Childhood Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C8063	Childhood Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C8060	Childhood Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C7185	Lymphoma by Site
NCIT:C48873	Splenic Lymphoma
NCIT:C7295	Splenic Hodgkin Lymphoma
NCIT:C6620	Primary Lymphoma of Bone
NCIT:C7353	Retroperitoneal Lymphoma
NCIT:C156945	Adrenal Gland Lymphoma
NCIT:C7587	Adult Lymphoma
NCIT:C7702	Adult Hodgkin Lymphoma
NCIT:C114783	Hodgkin Lymphoma During Pregnancy
NCIT:C69138	Adult Classic Hodgkin Lymphoma
NCIT:C7223	Adult Lymphocyte-Rich Classic Hodgkin Lymphoma
NCIT:C9125	Adult Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C9127	Adult Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C7942	Adult Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C9357	Hodgkin Lymphoma
NCIT:C7164	Classic Hodgkin Lymphoma
NCIT:C3517	Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C3518	Nodular Sclerosis Classic Hodgkin Lymphoma
NCIT:C27807	Nodular Sclerosis Classic Hodgkin Lymphoma, Syncytial Variant
NCIT:C67171	Nodular Sclerosis Classic Hodgkin Lymphoma, Cellular Phase
NCIT:C6913	Lymphocyte-Rich Classic Hodgkin Lymphoma
NCIT:C9283	Lymphocyte-Depleted Classic Hodgkin Lymphoma
NCIT:C7258	Nodular Lymphocyte Predominant Hodgkin Lymphoma
NCIT:C40970	Angiocentric Immunoproliferative Lesion
NCIT:C7055	Precursor Lymphoid Neoplasm
NCIT:C82217	Natural Killer Cell Lymphoblastic Leukemia/Lymphoma
NCIT:C7232	Neoplastic Post-Transplant Lymphoproliferative Disorder
NCIT:C84270	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2
NCIT:C84275	Myeloid/Lymphoid Neoplasms with PDGFRA Rearrangement
NCIT:C84276	Myeloid/Lymphoid Neoplasms with PDGFRB Rearrangement
NCIT:C129852	Chronic Myelomonocytic Leukemia with Eosinophilia Associated with t(5;12)(q31;p12)
NCIT:C84277	Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement
NCIT:C9290	Myeloid Neoplasm
NCIT:C130038	Myeloid Neoplasms with Germline Predisposition
NCIT:C151897	Myeloid Neoplasms with Germline Predisposition without a Preexisting Disorder or Organ Dysfunction
NCIT:C151902	Myeloid Neoplasms with Germline Predisposition and Preexisting Platelet Disorders
NCIT:C151903	Myeloid Neoplasms with Germline RUNX1 Mutation
NCIT:C151911	Myeloid Neoplasms with Germline ETV6 Mutation
NCIT:C151910	Myeloid Neoplasms with Germline Predisposition Associated with Other Organ Dysfunction
NCIT:C151912	Myeloid Neoplasms with Germline GATA2 Mutation
NCIT:C151921	Myeloid Neoplasms with Germline Predisposition Associated with Telomerase Biology Disorders
NCIT:C27262	Myelodysplastic/Myeloproliferative Neoplasm
NCIT:C27780	Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable
NCIT:C3178	Chronic Myelomonocytic Leukemia
NCIT:C130035	Chronic Myelomonocytic Leukemia-0
NCIT:C36060	Chronic Myelomonocytic Leukemia with Eosinophilia
NCIT:C36061	Chronic Myelomonocytic Leukemia-1
NCIT:C36062	Chronic Myelomonocytic Leukemia-2
NCIT:C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative
NCIT:C82397	Therapy-Related Myelodysplastic/Myeloproliferative Neoplasm
NCIT:C82616	Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis
NCIT:C9233	Juvenile Myelomonocytic Leukemia
NCIT:C27912	Therapy-Related Myeloid Neoplasm
NCIT:C27722	Therapy-Related Myelodysplastic Syndrome
NCIT:C7642	Epipodophyllotoxin-Related Myelodysplastic Syndrome
NCIT:C7643	Alkylating Agent-Related Myelodysplastic Syndrome
NCIT:C27913	Alkylating Agent-Related Acute Myeloid Leukemia and Myelodysplastic Syndrome
NCIT:C3247	Myelodysplastic Syndrome
NCIT:C115153	Adult Myelodysplastic Syndrome
NCIT:C122686	Hypocellular Myelodysplastic Syndrome
NCIT:C168742	Familial Myelodysplastic Syndrome
NCIT:C27280	Secondary Myelodysplastic Syndrome
NCIT:C4036	Myelodysplastic Syndrome with Ring Sideroblasts
NCIT:C130037	Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia
NCIT:C27726	Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia
NCIT:C6867	Myelodysplastic Syndrome with Isolated del(5q)
NCIT:C68744	Childhood Myelodysplastic Syndrome
NCIT:C82596	Refractory Cytopenia of Childhood
NCIT:C7506	Myelodysplastic Syndrome with Excess Blasts
NCIT:C7167	Myelodysplastic Syndrome with Excess Blasts-1
NCIT:C7168	Myelodysplastic Syndrome with Excess Blasts-2
NCIT:C82595	Myelodysplastic Syndrome with Excess Blasts and Fibrosis
NCIT:C82591	Myelodysplastic Syndrome with Single Lineage Dysplasia
NCIT:C2872	Refractory Anemia
NCIT:C82593	Refractory Neutropenia
NCIT:C82594	Refractory Thrombocytopenia
NCIT:C8574	Myelodysplastic Syndrome with Multilineage Dysplasia
NCIT:C8648	Myelodysplastic Syndrome, Unclassifiable
NCIT:C168681	Myelodysplastic Syndrome, Unclassifiable, with Single Lineage Dysplasia
NCIT:C97310	Myelodysplastic Syndrome with Somatic Mutations
NCIT:C3520	Myeloid Sarcoma
NCIT:C35815	Granulocytic Sarcoma
NCIT:C35816	Monoblastic Sarcoma
NCIT:C4345	Myeloproliferative Neoplasm
NCIT:C27350	Myeloproliferative Neoplasm, Unclassifiable
NCIT:C2862	Primary Myelofibrosis
NCIT:C41237	Prefibrotic/Early Primary Myelofibrosis
NCIT:C41238	Overt Primary Myelofibrosis
NCIT:C3336	Polycythemia Vera
NCIT:C41232	Polycythemia Vera, Polycythemic Phase
NCIT:C41233	Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase
NCIT:C3407	Essential Thrombocythemia
NCIT:C7064	Erythroid Neoplasm
NCIT:C7066	Megakaryocytic Neoplasm
NCIT:C82338	Myeloid Proliferations Associated with Down Syndrome
NCIT:C43223	Myeloid Leukemia Associated with Down Syndrome
NCIT:C82339	Transient Abnormal Myelopoiesis Associated with Down Syndrome
NCIT:C9295	Mast Cell Neoplasm
NCIT:C84269	Mastocytosis
NCIT:C9235	Systemic Mastocytosis
NCIT:C43284	Primary Systemic Mastocytosis
NCIT:C9284	Systemic Mastocytosis with an Associated Hematological Neoplasm
NCIT:C9285	Aggressive Systemic Mastocytosis
NCIT:C9286	Indolent Systemic Mastocytosis
NCIT:C8991	Malignant Mastocytosis
NCIT:C9348	Mast Cell Sarcoma
NCIT:C9303	Mastocytoma
NCIT:C3217	Benign Mastocytoma
NCIT:C7136	Extracutaneous Mastocytoma
NCIT:C9294	Histiocytic and Dendritic Cell Neoplasm
NCIT:C134168	Refractory Histiocytic and Dendritic Cell Neoplasm
NCIT:C134177	Refractory Langerhans Cell Histiocytosis
NCIT:C136489	Refractory Erdheim-Chester Disease
NCIT:C134172	Recurrent Histiocytic and Dendritic Cell Neoplasm
NCIT:C134175	Recurrent Langerhans Cell Histiocytosis
NCIT:C150692	Tumors Derived from Langerhans Cells
NCIT:C3107	Langerhans Cell Histiocytosis
NCIT:C114483	Childhood Langerhans Cell Histiocytosis
NCIT:C123395	Childhood Langerhans Cell Histiocytosis with Risk Organ Involvement
NCIT:C123396	Childhood Langerhans Cell Histiocytosis without Risk Organ Involvement
NCIT:C114929	Adult Langerhans Cell Histiocytosis
NCIT:C150701	Langerhans Cell Histiocytosis, Monostotic
NCIT:C3016	Eosinophilic Granuloma
NCIT:C150702	Langerhans Cell Histiocytosis, Polyostotic
NCIT:C6920	Hand-Schuller-Christian Disease
NCIT:C150703	Langerhans Cell Histiocytosis, Disseminated
NCIT:C3160	Letterer-Siwe Disease
NCIT:C6921	Langerhans Cell Sarcoma
NCIT:C27349	Histiocytic Sarcoma
NCIT:C53972	Erdheim-Chester Disease
NCIT:C81758	Fibroblastic Reticular Cell Tumor
NCIT:C81767	Indeterminate Dendritic Cell Tumor
NCIT:C81772	Disseminated Juvenile Xanthogranuloma
NCIT:C9281	Follicular Dendritic Cell Sarcoma
NCIT:C172847	EBV-Positive Inflammatory Follicular Dendritic Cell Sarcoma
NCIT:C9282	Interdigitating Dendritic Cell Sarcoma
NCIT:C9431	Childhood Hematopoietic Neoplasm
NCIT:C3383	Splenic Neoplasm
NCIT:C3539	Malignant Splenic Neoplasm
NCIT:C7292	Malignant Splenic Soft Tissue Neoplasm
NCIT:C4564	Splenic Angiosarcoma
NCIT:C4902	Benign Splenic Neoplasm
NCIT:C8541	Splenic Hemangioma
NCIT:C35370	Bone Marrow Neoplasm
NCIT:C35501	Malignant Bone Marrow Neoplasm
NCIT:C4582	Metastatic Malignant Neoplasm in the Bone Marrow
NCIT:C35497	Lymph Node Neoplasm
NCIT:C35812	Malignant Lymph Node Neoplasm
NCIT:C27500	Lymphadenopathic Kaposi Sarcoma
NCIT:C4904	Metastatic Malignant Neoplasm in Lymph Node
NCIT:C157452	Metastatic Squamous Cell Carcinoma in Cervical Lymph Node
NCIT:C3636	Benign Lymph Node Neoplasm
NCIT:C3810	Connective and Soft Tissue Neoplasm
NCIT:C166354	Musculoskeletal Neoplasm
NCIT:C166356	Benign Musculoskeletal Neoplasm
NCIT:C4880	Benign Bone Neoplasm
NCIT:C121901	Benign Notochordal Cell Tumor
NCIT:C121929	Non-Ossifying Fibroma
NCIT:C27475	Bone Lipoma
NCIT:C27477	Benign Osteoclastic Giant Cell-Rich Tumor of Bone
NCIT:C2945	Chondroblastoma
NCIT:C3007	Enchondroma
NCIT:C3294	Osteoblastoma
NCIT:C3296	Osteoma
NCIT:C121923	Ivory Exostosis
NCIT:C121924	Enostosis
NCIT:C3297	Osteoid Osteoma
NCIT:C4302	Periosteal Chondroma
NCIT:C53963	Benign Fibrous Histiocytoma of Bone
NCIT:C6477	Bone Hemangioma
NCIT:C5396	Bone Epithelioid Hemangioma
NCIT:C66761	Periosteal Fibroma
NCIT:C4882	Benign Muscle Neoplasm
NCIT:C3358	Rhabdomyoma
NCIT:C49166	Extracardiac Rhabdomyoma
NCIT:C4260	Fetal Rhabdomyoma
NCIT:C27480	Classic Rhabdomyoma
NCIT:C4261	Adult Extracardiac Rhabdomyoma
NCIT:C6510	Benign Smooth Muscle Neoplasm
NCIT:C3157	Leiomyoma
NCIT:C3748	Leiomyomatosis
NCIT:C3958	Disseminated Peritoneal Leiomyomatosis
NCIT:C4518	Intravenous Leiomyomatosis
NCIT:C4256	Cellular Leiomyoma
NCIT:C4257	Bizarre Leiomyoma
NCIT:C53964	Bone Leiomyoma
NCIT:C6512	Deep Leiomyoma
NCIT:C67563	Myxoid Leiomyoma
NCIT:C6515	Benign Skeletal Muscle Neoplasm
NCIT:C166357	Malignant Musculoskeletal Neoplasm
NCIT:C4016	Malignant Bone Neoplasm
NCIT:C121933	Malignant Osteoclastic Giant Cell-Rich Tumor of Bone
NCIT:C4304	Malignancy in Giant Cell Tumor of Bone
NCIT:C121941	Bone Epithelioid Hemangioendothelioma
NCIT:C136610	Bone Cancer by AJCC v7 Stage
NCIT:C136632	Bone Sarcoma by AJCC v7 Stage
NCIT:C136633	Osteosarcoma by AJCC v7 Stage
NCIT:C6612	Stage III Osteosarcoma  AJCC v7
NCIT:C6701	Stage IV Osteosarcoma  AJCC v7
NCIT:C6709	Stage I Osteosarcoma  AJCC v7
NCIT:C6710	Stage II Osteosarcoma  AJCC v7
NCIT:C6468	Stage III Bone Sarcoma  AJCC v7
NCIT:C6704	Stage I Bone Sarcoma  AJCC v7
NCIT:C6705	Stage II Bone Sarcoma  AJCC v7
NCIT:C6706	Stage IV Bone Sarcoma  AJCC v7
NCIT:C87178	Stage I Bone Cancer  AJCC v7
NCIT:C87181	Stage II Bone Cancer  AJCC v7
NCIT:C87184	Stage III Bone Cancer  AJCC v7
NCIT:C87185	Stage IV Bone Cancer  AJCC v7
NCIT:C136612	Bone Cancer by AJCC v8 Stage
NCIT:C136613	Stage I Bone Cancer AJCC v8
NCIT:C136616	Stage II Bone Cancer AJCC v8
NCIT:C136619	Stage III Bone Cancer AJCC v8
NCIT:C136620	Stage IV Bone Cancer AJCC v8
NCIT:C150524	Recurrent Malignant Bone Neoplasm
NCIT:C155973	Recurrent Chordoma
NCIT:C162728	Recurrent Dedifferentiated Chordoma
NCIT:C6622	Recurrent Bone Ewing Sarcoma
NCIT:C150525	Refractory Malignant Bone Neoplasm
NCIT:C162721	Refractory Chordoma
NCIT:C162729	Refractory Dedifferentiated Chordoma
NCIT:C2947	Chordoma
NCIT:C153323	Metastatic Chordoma
NCIT:C48876	Dedifferentiated Chordoma
NCIT:C6902	Chondroid Chordoma
NCIT:C3580	Metastatic Malignant Neoplasm in the Bone
NCIT:C36082	Metastatic Carcinoma in the Bone
NCIT:C4881	Metastatic Malignant Neoplasm in the Spine
NCIT:C35871	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
NCIT:C4835	Ewing Sarcoma of Bone
NCIT:C6621	Metastatic Bone Ewing Sarcoma
NCIT:C6623	Localized Bone Ewing Sarcoma
NCIT:C7644	Adamantinoma
NCIT:C8461	Tibial Adamantinoma
NCIT:C9312	Bone Sarcoma
NCIT:C153073	Metastatic Bone Sarcoma
NCIT:C171072	Metastatic Primary Central Chondrosarcoma
NCIT:C38157	Metachronous Osteosarcoma
NCIT:C27482	Secondary Chondrosarcoma
NCIT:C121881	Secondary Central Chondrosarcoma
NCIT:C53493	Mesenchymal Chondrosarcoma of Bone
NCIT:C53707	Bone Osteosarcoma
NCIT:C4834	Primary Bone Osteosarcoma
NCIT:C35870	Conventional Osteosarcoma
NCIT:C4020	Fibroblastic Osteosarcoma
NCIT:C4021	Chondroblastic Osteosarcoma
NCIT:C53953	Osteoblastic Osteosarcoma
NCIT:C6590	Childhood Conventional Osteosarcoma
NCIT:C6470	Multifocal Osteosarcoma
NCIT:C7134	Bone Surface (Peripheral) Osteosarcoma
NCIT:C53958	High Grade Surface Osteosarcoma
NCIT:C8969	Parosteal Osteosarcoma
NCIT:C6589	Childhood Parosteal Osteosarcoma
NCIT:C8970	Periosteal Osteosarcoma
NCIT:C123398	Childhood Periosteal Osteosarcoma
NCIT:C53704	Secondary Osteosarcoma
NCIT:C53706	Radiation-Related Osteosarcoma
NCIT:C6469	Osteosarcoma Arising in Paget Disease of Bone
NCIT:C6475	Clear Cell Chondrosarcoma
NCIT:C6476	Dedifferentiated Chondrosarcoma
NCIT:C6479	Bone Angiosarcoma
NCIT:C6604	Bone Fibrosarcoma
NCIT:C7154	Bone Leiomyosarcoma
NCIT:C7155	Primary Central Chondrosarcoma
NCIT:C7357	Periosteal Chondrosarcoma
NCIT:C7598	Bone Liposarcoma
NCIT:C8563	Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C114750	Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C115368	Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C115998	Localized Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C114782	Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C115351	Recurrent Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C115997	Localized Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C151984	Pelvic Undifferentiated High Grade Pleomorphic Sarcoma
NCIT:C4883	Malignant Muscle Neoplasm
NCIT:C6511	Malignant Smooth Muscle Neoplasm
NCIT:C3158	Leiomyosarcoma
NCIT:C121571	Leiomyosarcoma of Deep Soft Tissue
NCIT:C27904	Retroperitoneal Leiomyosarcoma
NCIT:C148294	Refractory Leiomyosarcoma
NCIT:C162306	EBV-Related Leiomyosarcoma
NCIT:C27495	Inflammatory Leiomyosarcoma
NCIT:C3700	Epithelioid Leiomyosarcoma
NCIT:C3701	Myxoid Leiomyosarcoma
NCIT:C5387	Leiomyosarcoma of Vessels
NCIT:C5372	Inferior Vena Cava Leiomyosarcoma
NCIT:C5373	Pulmonary Artery Leiomyosarcoma
NCIT:C5374	Pulmonary Vein Leiomyosarcoma
NCIT:C5388	Renal Vein Leiomyosarcoma
NCIT:C6745	Superior Vena Cava Leiomyosarcoma
NCIT:C7810	Adult Leiomyosarcoma
NCIT:C8093	Childhood Leiomyosarcoma
NCIT:C8813	Metastatic Leiomyosarcoma
NCIT:C168725	Metastatic Soft Tissue Leiomyosarcoma
NCIT:C8814	Non-Metastatic Leiomyosarcoma
NCIT:C8815	Recurrent Leiomyosarcoma
NCIT:C9389	Well Differentiated Leiomyosarcoma
NCIT:C9390	Leiomyosarcoma NCI Grade 3
NCIT:C9391	Leiomyosarcoma NCI Grade 2
NCIT:C9428	Conventional Leiomyosarcoma
NCIT:C6516	Malignant Skeletal Muscle Neoplasm
NCIT:C3359	Rhabdomyosarcoma
NCIT:C121654	Spindle Cell/Sclerosing Rhabdomyosarcoma
NCIT:C121655	Sclerosing Rhabdomyosarcoma
NCIT:C6519	Spindle Cell Rhabdomyosarcoma
NCIT:C123735	Fusion-Positive Rhabdomyosarcoma
NCIT:C123731	Fusion-Positive Alveolar Rhabdomyosarcoma
NCIT:C123736	Fusion-Negative Rhabdomyosarcoma
NCIT:C123732	Fusion-Negative Alveolar Rhabdomyosarcoma
NCIT:C142851	Refractory Rhabdomyosarcoma
NCIT:C142880	Refractory Alveolar Rhabdomyosarcoma
NCIT:C151981	Pelvic Rhabdomyosarcoma
NCIT:C151982	Abdominal Rhabdomyosarcoma
NCIT:C166414	Metastatic Rhabdomyosarcoma
NCIT:C3749	Alveolar Rhabdomyosarcoma
NCIT:C142881	Recurrent Alveolar Rhabdomyosarcoma
NCIT:C4258	Pleomorphic Rhabdomyosarcoma
NCIT:C27369	Adult Pleomorphic Rhabdomyosarcoma
NCIT:C4259	Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features
NCIT:C8824	Recurrent Rhabdomyosarcoma
NCIT:C8971	Embryonal Rhabdomyosarcoma
NCIT:C49204	Anaplastic Embryonal Rhabdomyosarcoma
NCIT:C9130	Adult Rhabdomyosarcoma
NCIT:C4063	Myomatous Neoplasm
NCIT:C3751	Smooth Muscle Neoplasm
NCIT:C6514	Skeletal Muscle Neoplasm
NCIT:C9343	Bone Neoplasm
NCIT:C121926	Intermediate Bone Neoplasm
NCIT:C121931	Intermediate Osteoclastic Giant Cell-Rich Tumor of Bone
NCIT:C121932	Giant Cell Tumor of Bone
NCIT:C3740	Bone Desmoplastic Fibroma
NCIT:C66796	Aggressive Osteoblastoma
NCIT:C66799	Metastasizing Chondroblastoma
NCIT:C3738	Osteoclastic Giant Cell-Rich Tumor of Bone
NCIT:C6478	Vascular Bone Neoplasm
NCIT:C6480	Bone Glomus Tumor
NCIT:C7063	Notochordal Tumor
NCIT:C3055	Giant Cell Tumor
NCIT:C3402	Tenosynovial Giant Cell Tumor
NCIT:C6532	Tenosynovial Giant Cell Tumor, Localized Type
NCIT:C6535	Malignant Tenosynovial Giant Cell Tumor
NCIT:C49107	Giant Cell Tumor of Soft Tissue
NCIT:C3377	Soft Tissue Neoplasm
NCIT:C40392	Myoepithelial Tumor
NCIT:C6581	Parachordoma
NCIT:C7442	Benign Myoepithelioma
NCIT:C121786	Mixed Tumor, Not Otherwise Specified
NCIT:C7596	Malignant Myoepithelioma
NCIT:C121787	Malignant Mixed Tumor, Not Otherwise Specified
NCIT:C162732	Recurrent Malignant Myoepithelioma
NCIT:C162733	Refractory Malignant Myoepithelioma
NCIT:C4242	Benign Soft Tissue Neoplasm
NCIT:C3829	Benign Synovial Neoplasm
